url,attempted_url,status,http_status,word_count,title,source,date,query_family,query_id,extraction_status,extraction_method,raw_html_path,cleaned_text_path,error_message
https://www.news18.com/news/business/indonesia-bans-export-of-palm-oil-india-to-get-affected-all-you-need-to-know-5039449.html,https://www.news18.com/news/business/indonesia-bans-export-of-palm-oil-india-to-get-affected-all-you-need-to-know-5039449.html/amp,failed,403,,Edible Oil Prices to Hike Further as Indonesia Bans Export of Palm Oil; Know Details,news18.com,2022-04-23,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.news18.com/news/world/indonesia-to-ban-palm-oil-exports-president-widodo-cites-domestic-shortage-5035831.html,https://www.news18.com/news/world/indonesia-to-ban-palm-oil-exports-president-widodo-cites-domestic-shortage-5035831.html/amp,failed,403,,"Indonesia To Ban Palm Oil Exports, President Widodo Cites Domestic Shortage",news18.com,2022-04-23,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/hul-britannia-marico-dip-up-to-6-as-indonesia-bans-palm-oil-exports-122042500202_1.html,https://www.business-standard.com/amp/article/markets/hul-britannia-marico-dip-up-to-6-as-indonesia-bans-palm-oil-exports-122042500202_1.html,failed,403,,"HUL, Britannia, Marico drop up to 6% as Indonesia bans palm oil exports",business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/palm-oil-export-ban-adani-wilmar-sets-to-jump-10-fmcg-index-holds-50-dma-122042500331_1.html,https://www.business-standard.com/amp/article/markets/palm-oil-export-ban-adani-wilmar-sets-to-jump-10-fmcg-index-holds-50-dma-122042500331_1.html,failed,403,,"Tech view: Will Indonesia's palm oil export ban hurt HUL, Adani Wilmar?",business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/palm-oil-prices-surge-on-indonesia-ban-in-risk-to-global-food-inflation-122042500424_1.html,https://www.business-standard.com/amp/article/markets/palm-oil-prices-surge-on-indonesia-ban-in-risk-to-global-food-inflation-122042500424_1.html,failed,403,,Palm oil prices surge on Indonesia ban in risk to global food inflation,business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/markets/tech-view-will-indonesia-s-palm-oil-export-ban-hurt-hul-adani-wilmar-122042500331_1.html,https://www.business-standard.com/amp/article/markets/tech-view-will-indonesia-s-palm-oil-export-ban-hurt-hul-adani-wilmar-122042500331_1.html,failed,403,,"Tech view: Will Indonesia's palm oil export ban hurt HUL, Adani Wilmar?",business-standard.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.firstpost.com/business/explained-indonesias-palm-oil-export-ban-india-chocolates-shampoos-soaps-costly-10597421.html,https://www.firstpost.com/amp/business/explained-indonesias-palm-oil-export-ban-india-chocolates-shampoos-soaps-costly-10597421.html,failed,404,,Explained: How Indonesia’s palm oil export ban will impact your everyday life,firstpost.com,2022-04-25,title_only,title_oils_enforcement,,,,,HTTP 404 (playwright)
https://www.moneycontrol.com/news/opinion/indonesian-palm-oil-export-ban-set-to-raise-indian-inflation-8405201.html,https://www.moneycontrol.com/amp/news/opinion/indonesian-palm-oil-export-ban-set-to-raise-indian-inflation-8405201.html,failed,403,,Indonesian palm oil export ban set to raise Indian inflation,moneycontrol.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.moneycontrol.com/news/world/indonesias-palm-oil-export-ban-leaves-global-buyers-with-no-plan-b-8406841.html,https://www.moneycontrol.com/amp/news/world/indonesias-palm-oil-export-ban-leaves-global-buyers-with-no-plan-b-8406841.html,failed,403,,Indonesia's palm oil export ban leaves global buyers with no plan B,moneycontrol.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.news18.com/news/business/soaps-shampoos-noodles-edible-oil-prices-may-rise-further-as-indonesia-bans-palm-oil-export-5046943.html,https://www.news18.com/news/business/soaps-shampoos-noodles-edible-oil-prices-may-rise-further-as-indonesia-bans-palm-oil-export-5046943.html/amp,failed,403,,"Soaps, Shampoos, Noodles, Edible Oil Prices May Rise Further as Indonesia Bans Palm Oil Export",news18.com,2022-04-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/india-news/grocery-shock-for-india-others-as-indonesia-bans-cooking-oil-exports-2921546,https://www.ndtv.com/india-news/grocery-shock-for-india-others-as-indonesia-bans-cooking-oil-exports-2921546?amp=1,failed,403,,"Grocery Shock For India, Others As Indonesia Bans Cooking Oil Exports",ndtv.com,2022-04-26,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/economy-policy/indonesia-stuns-markets-by-widening-ban-to-include-cpo-refined-palm-oil-122042701175_1.html,https://www.business-standard.com/amp/article/economy-policy/indonesia-stuns-markets-by-widening-ban-to-include-cpo-refined-palm-oil-122042701175_1.html,failed,403,,"Indonesia stuns markets by widening ban to include CPO, refined palm oil",business-standard.com,2022-04-27,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/business/india-bound-palm-oil-shipments-stuck-due-to-indonesia-export-ban-2928116,https://www.ndtv.com/business/india-bound-palm-oil-shipments-stuck-due-to-indonesia-export-ban-2928116?amp=1,failed,403,,India-Bound Palm Oil Shipments Stuck Due To Indonesia Export Ban,ndtv.com,2022-04-28,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/business/indonesia-also-bans-crude-refined-palm-oil-exports-in-policy-reversal-2926158,https://www.ndtv.com/business/indonesia-also-bans-crude-refined-palm-oil-exports-in-policy-reversal-2926158?amp=1,failed,403,,"Indonesia Also Bans Crude, Refined Palm Oil Exports In Policy Reversal",ndtv.com,2022-04-28,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.news18.com/news/business/indonesias-palm-oil-export-ban-effective-today-heres-what-you-need-to-know-5068273.html,https://www.news18.com/news/business/indonesias-palm-oil-export-ban-effective-today-heres-what-you-need-to-know-5068273.html/amp,failed,403,,Indonesia's Palm Oil Export Ban Effective Today: Here's What You Need To Know,news18.com,2022-04-28,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.news18.com/news/business/soap-shampoo-chocolate-price-hikes-is-indonesias-palm-oil-export-ban-impact-for-short-term-5093935.html,https://www.news18.com/news/business/soap-shampoo-chocolate-price-hikes-is-indonesias-palm-oil-export-ban-impact-for-short-term-5093935.html/amp,failed,403,,"Soap, Shampoo, Chocolate Price Hikes: Is Indonesia's Palm Oil Export Ban Impact For Short Term?",news18.com,2022-05-02,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.news18.com/news/business/price-rise-will-be-last-resort-impact-of-palm-oil-ban-to-be-temporary-hul-ceo-5114773.html,https://www.news18.com/news/business/price-rise-will-be-last-resort-impact-of-palm-oil-ban-to-be-temporary-hul-ceo-5114773.html/amp,failed,403,,Price Rise will be Last Resort; Impact of Palm Oil Ban to Be Temporary: HUL CEO,news18.com,2022-05-05,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.news18.com/news/world/indonesian-farmers-stage-protests-against-palm-oil-export-ban-5188249.html,https://www.news18.com/news/world/indonesian-farmers-stage-protests-against-palm-oil-export-ban-5188249.html/amp,failed,403,,Indonesian Farmers Stage Protests Against Palm Oil Export Ban,news18.com,2022-05-17,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/economy-policy/indonesian-export-ban-brings-india-s-edible-oil-dependency-back-in-focus-122051701553_1.html,https://www.business-standard.com/amp/article/economy-policy/indonesian-export-ban-brings-india-s-edible-oil-dependency-back-in-focus-122051701553_1.html,failed,403,,Indonesian export ban brings India's edible oil dependency back in focus,business-standard.com,2022-05-18,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/current-affairs/top-headlines-sc-s-verdict-on-gst-indonesia-to-lift-palm-oil-export-ban-122051901146_1.html,https://www.business-standard.com/amp/article/current-affairs/top-headlines-sc-s-verdict-on-gst-indonesia-to-lift-palm-oil-export-ban-122051901146_1.html,failed,403,,Top headlines: SC's verdict on GST; Indonesia to lift palm oil export ban,business-standard.com,2022-05-19,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/economy-policy/indonesia-to-lift-palm-oil-export-ban-likely-giving-india-big-relief-122051901378_1.html,https://www.business-standard.com/amp/article/economy-policy/indonesia-to-lift-palm-oil-export-ban-likely-giving-india-big-relief-122051901378_1.html,failed,403,,"Indonesia to lift palm oil export ban, likely giving India 'big relief'",business-standard.com,2022-05-19,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/international/indonesia-to-lift-palm-oil-export-ban-from-monday-says-president-122051900938_1.html,https://www.business-standard.com/amp/article/international/indonesia-to-lift-palm-oil-export-ban-from-monday-says-president-122051900938_1.html,failed,403,,"Indonesia to lift palm oil export ban from Monday, says President",business-standard.com,2022-05-19,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/world-news/indonesia-to-lift-ban-on-palm-oil-exports-next-week-2990839,https://www.ndtv.com/world-news/indonesia-to-lift-ban-on-palm-oil-exports-next-week-2990839?amp=1,failed,403,,Indonesia To Lift Ban On Palm Oil Exports Next Week,ndtv.com,2022-05-19,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.news18.com/news/business/indonesia-to-lift-palm-oil-export-ban-from-monday-president-joko-widodo-5206363.html,https://www.news18.com/news/business/indonesia-to-lift-palm-oil-export-ban-from-monday-president-joko-widodo-5206363.html/amp,failed,403,,Indonesia to Lift Palm Oil Export Ban from Monday: President Joko Widodo,news18.com,2022-05-19,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.news18.com/news/business/cooking-oil-price-to-come-down-as-indonesia-lifts-ban-on-palm-oil-export-know-here-5227543.html,https://www.news18.com/news/business/cooking-oil-price-to-come-down-as-indonesia-lifts-ban-on-palm-oil-export-know-here-5227543.html/amp,failed,403,,Cooking Oil Price to Come Down as Indonesia Lifts Ban on Palm Oil Export? Know Here,news18.com,2022-05-23,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/international/enough-to-meet-local-demand-malaysia-rules-out-cooking-oil-export-curbs-122052500122_1.html,https://www.business-standard.com/amp/article/international/enough-to-meet-local-demand-malaysia-rules-out-cooking-oil-export-curbs-122052500122_1.html,failed,403,,'Enough to meet local demand': Malaysia rules out cooking oil export ban,business-standard.com,2022-05-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.business-standard.com/article/economy-policy/india-s-may-palm-oil-imports-surge-to-7-month-high-despite-indonesia-s-ban-122060600356_1.html,https://www.business-standard.com/amp/article/economy-policy/india-s-may-palm-oil-imports-surge-to-7-month-high-despite-indonesia-s-ban-122060600356_1.html,failed,403,,India's May palm oil imports surge to 7-month high despite Indonesia's ban,business-standard.com,2022-06-06,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.ndtv.com/business/despite-indonesia-ban-indias-may-palm-oil-imports-rose-to-7-month-high-3041815,https://www.ndtv.com/business/despite-indonesia-ban-indias-may-palm-oil-imports-rose-to-7-month-high-3041815?amp=1,failed,403,,"Despite Indonesia Ban, India's May Palm Oil Imports Rose To 7-Month High",ndtv.com,2022-06-06,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.newkerala.com/news/2022/161869.htm,https://www.newkerala.com/news/2022/161869.htm,failed,404,,"Futures trading key for price risk management, says edible oil industry as SEBI extends ban",newkerala.com,2022-12-23,title_only,title_oils_enforcement,,,,,HTTP 404 (playwright)
https://www.news18.com/business/edible-oil-body-sea-urges-govt-to-lift-ban-on-commodity-futures-trading-9133564.html,https://www.news18.com/business/edible-oil-body-sea-urges-govt-to-lift-ban-on-commodity-futures-trading-9133564.html/amp,failed,403,,Edible Oil Body SEA Urges Govt to Lift Ban on Commodity Futures Trading,news18.com,2024-11-25,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.news18.com/lifestyle/fact-check-can-coconut-oil-and-a-bandage-heal-a-torn-earlobe-in-7-days-9244700.html,https://www.news18.com/lifestyle/fact-check-can-coconut-oil-and-a-bandage-heal-a-torn-earlobe-in-7-days-9244700.html/amp,failed,403,,Fact Check: Can Coconut Oil And A Bandage Heal A Torn Earlobe In 7 Days?,news18.com,2025-02-28,title_only,title_oils_enforcement,,,,,Playwright: empty page
https://www.hindustantimes.com/world-news/indonesia-arrests-judges-who-cleared-palm-oil-companies-of-graft-charges-101744607934844.html,https://www.hindustantimes.com/world-news/indonesia-arrests-judges-who-cleared-palm-oil-companies-of-graft-charges-101744607934844.html,failed,410,,Indonesia arrests judges who cleared palm oil companies of graft charges,hindustantimes.com,2025-04-14,title_only,title_oils_enforcement,,,,,HTTP 410 (playwright)
