audit_decision,audit_label,audit_confidence,audit_reason,audit_evidence,final_label,title,source,date,url,oil_role,reason,evidence_phrase,llm_label,llm_reason,edible_oil_terms,adulteration_action_terms,negative_terms,word_count
rescue_review,irrelevant,0.8,no mention of adulterated edible oil in article text,"civic updates, traffic and metro alerts, weather conditions, and key political and administrative developments",irrelevant,"Kanpur: Family Tragedy, Adulterated Oil Seized, Policy Announcements &More",indiatimes.com,2026-02-26,https://timesofindia.indiatimes.com/videos/ai-top-news/kanpur-family-tragedy-adulterated-oil-seized-policy-announcements-more/videoshow/128817874.cms,adulterated_product,LLM reading: no mention of adulterated edible oil in article text,"civic updates, traffic and metro alerts, weather conditions, and key political and administrative developments",irrelevant,no mention of adulterated edible oil in article text,,adulterated; seized,,50
confirm_reject,irrelevant,1.0,"oil is disguised as edible oil but it's actually diesel, not an adulterated or fake edible oil product",25k litres of diesel disguised as edible oil,irrelevant,25k litres of diesel disguised as edible oil seized by cops,hindustantimes.com,2026-05-25,https://www.hindustantimes.com/cities/mumbai-news/25k-litres-of-diesel-disguised-as-edible-oil-seized-by-cops-101779646828663.html,adulterated_product,"LLM reading: oil is disguised as edible oil but it's actually diesel, not an adulterated or fake edible oil product",25k litres of diesel disguised as edible oil,irrelevant,"oil is disguised as edible oil but it's actually diesel, not an adulterated or fake edible oil product",edible oil,seized; crackdown; inspection,,322
rescue_review,relevant,1.0,edible oil is itself the target of theft,The criminals entered the godown and looted edible oil worth over Rs 8.16 lakh,irrelevant,Edible oil worth over Rs 8 lakh looted from Purnia godown | Patna News - Times of India,indiatimes.com,2021-11-23,https://timesofindia.indiatimes.com/city/patna/edible-oil-worth-over-rs-8l-looted-from-purnia-godown/articleshow/87855625.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"onal town. âThe soaring prices of edible oil may have attracted the criminals to loot the essential commodity,â an investigating officer said. Earlier, trucks carrying garlic and onion were hijacked by criminals on NH-02 in Kaimur and Rohtas distric",,,edible oil,,commodity,289
confirm_reject,irrelevant,1.0,"article is about commodity trading regulations, not food adulteration","Launch of new contracts of paddy (non-basmati), wheat, soyabean and its derivatives (its complex), crude palm oil and moong have been barred till further orders.",irrelevant,"Sebi bans launch of new derivative contracts of crude palm oil, few other agri commodities",financialexpress.com,2021-12-20,https://www.financialexpress.com/market/commodities/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil-few-other-agri-commodities/2384767/,adulterated_product,"LLM reading: article is about commodity trading regulations, not food adulteration","Launch of new contracts of paddy (non-basmati), wheat, soyabean and its derivatives (its complex), crude palm oil and moong have been barred till further orders.",irrelevant,"article is about commodity trading regulations, not food adulteration",edible oil; soybean oil; palm oil,banned,,595
confirm_reject,irrelevant,1.0,"article is about derivative contracts, not food adulteration or edible oil quality","Launch of new contracts of paddy (non-basmati), wheat, soybean and its derivatives, crude palm oil and moong have been barred till further orders.",irrelevant,Sebi bans launch of new derivative contracts of crude palm oil,theweek.in,2021-12-20,https://www.theweek.in/news/biz-tech/2021/12/20/sebi-bans-launch-of-new-derivative-contracts-of-crude-palm-oil.html,adulterated_product,"LLM reading: article is about derivative contracts, not food adulteration or edible oil quality","Launch of new contracts of paddy (non-basmati), wheat, soybean and its derivatives, crude palm oil and moong have been barred till further orders.",irrelevant,"article is about derivative contracts, not food adulteration or edible oil quality",edible oil; soybean oil; palm oil,banned,,593
confirm_reject,irrelevant,1.0,"The article discusses the shortage of sunflower oil and its impact on palm oil producers and consumers, but does not mention any adulteration or safety issues with edible oils.",India imports more than 2.5 million tonnes of sunflower oil... Dependence on sunflower oil from other large producers like Europe and Argentina seems to be very low...,irrelevant,"Sunflower oil shortage boon for palm oil producers, bane for consumers",siasat.com,2022-03-13,https://www.siasat.com/sunflower-oil-shortage-boon-for-palm-oil-producers-bane-for-consumers-2290324/,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,sumers New Delhi: Shortage of sunflower oil amid the ongoing Russia-Ukraine war has sent crude palm oil prices through the roof. The geo-political worries in the Black Sea region has a significant bearing on sunflower seed and its oil supply from the,,,edible oil; cooking oil; soybean oil; palm oil; sunflower oil,,oil prices; edible oil prices; commodity,619
rescue_review,relevant,1.0,Palm oil is mentioned as the adulterated/fake/spurious/unsafe/misbranded product due to export ban.,"Indonesia, which is the world's largest producer of palm oil and meets nearly 50 per cent of the total palm oil requirement in India annually,",irrelevant,Palm oil ban: Edible oil industry asks govt to initiate dialogue with Indonesia - BusinessToday,businesstoday.in,2022-04-25,https://www.businesstoday.in/industry/story/palm-oil-ban-edible-oil-industry-asks-govt-to-initiate-dialogue-with-indonesia-331104-2022-04-25,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"nt in India annually, had announced to ban exports till further notice apparently to contain edible oil prices in their domestic market. ''We have suggested our government initiate dialogue with Indonesian counterparts at the highest diplomatic level",,,edible oil; cooking oil; soybean oil; palm oil,,oil prices; oil price; edible oil prices; inflation,482
rescue_review,relevant,1.0,edible oil is itself the subject of stock limits and price discussion,"Centre imposes strict stock limit on edible oil, oilseeds to arrest price rise",irrelevant,"Centre imposes strict stock limit on edible oil, oilseeds to arrest price rise",indianexpress.com,2022-03-31,https://indianexpress.com/article/cities/pune/centre-imposes-strict-stock-limit-on-edible-oil-oilseeds-to-arrest-price-rise-7845831/,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"olesalers can store up to 500 quintals of edible oil. In another move to control the soaring edible oil prices, the central government has imposed a strict stock limit on edible oil and oilseeds till December 31, 2022. Now, processors can store only",,,edible oil; mustard oil; soybean oil; palm oil; groundnut oil; sunflower oil,,oil prices; edible oil prices,396
confirm_reject,irrelevant,1.0,article is about edible oil price/import/business story with no adulteration incident,Soyoil futures surge as Indonesia bans palm oil exports to increase supply,irrelevant,Soyoil futures surge as Indonesia bans palm oil exports to increase supply,indiatimes.com,2022-04-22,https://economictimes.indiatimes.com/news/international/us/soyoil-futures-surge-as-indoinesia-bans-palm-oil-exports-to-increase-supply/articleshow/91011661.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"Soyoil futures surge as Indonesia bans palm oil exports to increase supply As soon as Indonesia announced the ban, there was a more than 3% jump in the U.S soyoil futures to 84.03 cents/pound. At",,,edible oil; cooking oil; palm oil; sunflower oil,,oil exports; futures,244
confirm_reject,irrelevant,1.0,"article discusses palm oil price and export ban, but does not mention adulteration or safety issues with the oil itself","Indonesia will effectively ban palm oil exports from April 28, until further notice",irrelevant,Indonesia to ban palm oil exports to curb domestic prices - BusinessToday,businesstoday.in,2022-04-22,https://www.businesstoday.in/latest/world/story/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices-330909-2022-04-22,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"since Russian forces entered Ukraine in February. 'SKY'S THE LIMIT' ""Sky would be limit for edible oil prices now. Buyers were banking on palm oil after sunoil supplies fell because of the Ukraine war,"" a Mumbai-based dealer at a global trading firm",,,edible oil; cooking oil; palm oil; sunflower oil,,oil prices; edible oil prices; oil exports; futures,516
confirm_reject,irrelevant,1.0,"article is about palm oil export ban, not adulteration or safety of edible oils",Indonesia has decided to ban the export of palm oil from April 28...,irrelevant,"Indonesia bans palm oil export, world to face the jitters  | World News | Zee News",india.com,2022-04-22,https://zeenews.india.com/world/indonesia-bans-palm-oil-export-world-to-face-the-jitters-2456405.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"d half of our palm oil requirements and the crisis in this Southeast Asian country has upped edible oil prices in India by 20-25 per cent already – with the ban expected to push up prices further. Till a few years back, Indonesia alone supplied close",,,edible oil; cooking oil; soya oil; palm oil; sunflower oil; vegetable oil,,oil prices; edible oil prices; oil exports; inflation,526
confirm_reject,irrelevant,1.0,"article discusses palm oil exports and prices, but does not mention adulteration or safety issues with the oil itself","The retail price of cooking oil averages 26,436 rupiah ($1.84) per litre",irrelevant,Indonesia to ban palm oil exports to curb domestic prices,indiatimes.com,2022-04-23,https://economictimes.indiatimes.com/news/international/business/indonesia-to-ban-palm-oil-exports-to-curb-domestic-prices/articleshow/91013410.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"ailability of cooking oil in the domestic market becomes abundant and affordable,"" he said. Soybean oil prices on the Chicago Board of Trade rose 4.5% to a record high of 83.21 cents per pound. oil exports in January that was later lifted in March. H",,,edible oil; cooking oil; soybean oil; palm oil; sunflower oil,,oil prices; edible oil prices; oil exports; inflation,621
confirm_reject,irrelevant,1.0,"The article discusses the ban on palm oil exports from Indonesia due to global food inflation, but does not mention any adulteration or safety issues with palm oil itself.",Indonesia counts for more than half of global palm oil supply.,irrelevant,Indonesia bans palm oil exports as global food inflation spikes,indianexpress.com,2022-04-23,https://indianexpress.com/article/world/indonesia-bans-palm-oil-exports-global-food-inflation-spikes-7883388/,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"ndia (SEA).”This move is rather unfortunate and totally unexpected,” he said. Alternative vegetable oil prices spiked in response to the measure which will take effect on April 28. Soybean oil, the second most used vegetable oil, rose 4.5% to a recor",,,edible oil; cooking oil; soybean oil; palm oil; sunflower oil; vegetable oil,,oil prices; edible oil prices; oil exports; inflation,779
rescue_review,relevant,1.0,Cooking oil is itself the adulterated/fake/spurious/unsafe/misbranded food product due to export ban.,may increase further in India with Indonesia banning exports of edible oil,irrelevant,Cooking Oil Prices May Increase In India Amid Indonesia's Palm Oil Export Ban,india.com,2022-04-23,https://www.india.com/business/cooking-oil-prices-india-may-increase-indonesia-palm-oil-export-ban-5354193/,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,Cooking Oil Prices May Increase In India Amid Indonesia's Palm Oil Export Ban New Delhi: Cooking oil prices may increase further in India with Indonesia banni,,,edible oil; cooking oil; palm oil,,oil prices,257
confirm_reject,irrelevant,1.0,edible oil price/import/business story with no adulteration incident,"Domestic edible oil prices, already high, are set for a surge as Indonesia, the world's largest producer of palm oil, will ban exports from 28 April.",irrelevant,Edible oil prices in India to surge as Indonesia to ban palm oil exports | Today News,livemint.com,2022-04-23,https://www.livemint.com/news/india/edible-oil-prices-in-india-to-surge-as-indonesia-to-halt-palm-oil-exports-11650684747240.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,Edible oil prices in India to surge as Indonesia to ban palm oil exports | Today News Edible oil prices in India to surge as Indonesia to ban palm oil export,,,edible oil; cooking oil; palm oil; sunflower oil; vegetable oil,,oil prices; edible oil prices; oil exports; commodity; inflation,306
confirm_reject,irrelevant,1.0,"article discusses palm oil export ban and its impact on packaged goods companies, but does not mention adulteration or safety issues with the oil itself","Companies and industry associations flagged near-term pressure on both supplies and prices of products, including packaged foods and edible oils.",irrelevant,Indonesia palm oil export ban to hit packaged goods cos | Mint,livemint.com,2022-04-24,https://www.livemint.com/industry/retail/indonesia-palm-oil-export-ban-to-hit-packaged-goods-cos-11650819008169.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"challenges,” said Mayank Shah, senior category head at Parle Products. In the last 12 months, palm oil prices have gone up by 50%; and nearly tripled over the last two years. Meanwhile, sunflower oil supplies and prices have remained volatile amid t",,,edible oil; palm oil; sunflower oil,,oil prices; edible oil prices; commodity; inflation,522
confirm_reject,irrelevant,1.0,edible oil price/import/business story with no adulteration incident,"India imports roughly 80 lakh tonnes of palm oil from Indonesia, Malaysia and Thailand annually.",irrelevant,India’s edible oil prices may rise due to Indonesia’s export ban on palm oil,siasat.com,2022-04-24,https://www.siasat.com/indias-edible-oil-prices-may-rise-due-to-indonesias-export-ban-on-palm-oil-2314604/,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,India’s edible oil prices may rise due to Indonesia’s export ban on palm oil New Delhi: The already high prices for edible oil since the Ukraine-Russia war broke out,,,edible oil; soybean oil; palm oil; sunflower oil,,oil prices; edible oil prices; import duty; price hike,480
confirm_reject,irrelevant,1.0,article is about edible oil price/import/business story with no adulteration incident,Indonesia's ban on palm oil exports shocked global edible oils markets that already reached record high prices this year,irrelevant,Indonesia palm oil export ban dents FMCG stocks; oil companies rally,indiatimes.com,2022-04-25,https://economictimes.indiatimes.com/markets/stocks/news/indonesia-palm-oil-export-ban-dents-fmcg-stocks-oil-companies-rally/articleshow/91064018.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"ted exports of the edible oil between late January and mid-March to try to control domestic cooking oil prices. Brokerage firm Prabhudas Lilladher believes increase in prices of palm oil will further impact the margins in 1QFY23. ""We don’t rule out f",,,edible oil; cooking oil; palm oil,,oil prices; oil exports,417
confirm_reject,irrelevant,0.8,"article discusses the impact of Indonesia's palm oil ban on various industries, but does not mention adulteration or safety issues with palm oil itself",palm oil crisis: High prices will benefit farmers and business,irrelevant,"From spreads to shampoo, Indonesia's palm oil ban will rattle your everyday life",indiatimes.com,2022-04-25,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/from-spreads-to-shampoo-indonesias-palm-oil-ban-will-rattle-your-everyday-life/articleshow/91066437.cms,adjacent_or_unclear,Edible-oil term appears without an adulteration/enforcement signal.,"ban will rattle your everyday life Indonesia counts for more than half of the global supply of the edible oil, which is used in everything from cakes, chocolate, margarine and frying fats to cosmetics, soap, shampoo and cleaning products. It is also",,,edible oil; palm oil,,,357
confirm_reject,irrelevant,1.0,"The article discusses the ban on palm oil exports due to global food inflation, but does not mention adulteration or safety issues with palm oil itself.","The halting of shipments of the cooking oil and its raw material, widely used in products ranging from cakes to cosmetics...",irrelevant,Indonesia bans palm oil exports as global food inflation spikes,indiatimes.com,2022-04-25,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/indonesia-bans-palm-oil-exports-as-global-food-inflation-spikes/articleshow/91067523.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"e palm oil, as supplies of all oils are tight. 'SKY'S THE LIMIT' ""Sky would be the limit for edible oil prices now. Buyers were banking on palm oil after sunoil supplies fell because of the Ukraine war,"" a Mumbai-based dealer at a global trading firm",,,edible oil; cooking oil; palm oil; sunflower oil,,oil prices; edible oil prices; oil exports; inflation,680
confirm_reject,irrelevant,1.0,article discusses edible oil price/import/business story with no adulteration incident,"prices of all major edible oils including palm oil, soyoil, sunflower oil and rapeseed oil",irrelevant,Indonesia's palm oil export ban leaves global buyers with no plan B,indiatimes.com,2022-04-25,https://economictimes.indiatimes.com/small-biz/trade/exports/insights/indonesias-palm-oil-export-ban-leaves-global-buyers-with-no-plan-b/articleshow/91067236.cms,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"pation of a pullback in prices, said a Mumbai-based dealer with a global trading firm. Instead, all oil prices have rallied further. ""Refiners have been caught on the wrong foot. Now they can't afford to wait for a few weeks. They have to make purcha",,,edible oil; soybean oil; palm oil; sunflower oil; vegetable oil,,oil prices; oil imports; oil exports,446
confirm_reject,irrelevant,1.0,"The article discusses the potential impact of Indonesia's ban on palm oil exports on edible oil prices, but it does not mention any adulteration or safety issues with the edible oils themselves.",Domestic edible oil prices are likely to shoot up 10% to 15% in the short term...,irrelevant,Edible oil prices may rise 15-20% as Indonesia bans palm oil exports,financialexpress.com,2022-04-25,https://www.financialexpress.com/market/commodities/edible-oil-prices-may-rise-15-20-as-indonesia-bans-palm-oil-exports/2502078/,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,Edible oil prices may rise 15-20% as Indonesia bans palm oil exports Domestic edible oil prices are likely to shoot up 10% to 15% in the short term after Ind,,,edible oil; cooking oil; palm oil; sunflower oil; vegetable oil,,oil prices; edible oil prices; oil exports,626
confirm_reject,irrelevant,1.0,"article discusses palm oil price increase due to export ban, but does not mention adulteration or safety issues",rise in the price of palm oil... will push the input costs higher,irrelevant,A Look At What Is Likely To Get Costlier After Indonesia Bans Palm Oil Exports,india.com,2022-04-25,https://www.india.com/business/from-chocolates-to-shampoos-a-look-at-what-is-likely-to-get-costlier-after-indonesia-bans-palm-oil-exports-5356730/,adulterated_product,"LLM reading: article discusses palm oil price increase due to export ban, but does not mention adulteration or safety issues",rise in the price of palm oil... will push the input costs higher,irrelevant,"article discusses palm oil price increase due to export ban, but does not mention adulteration or safety issues",palm oil; sunflower oil,banned,,324
confirm_reject,irrelevant,1.0,"article discusses export ban on crude palm oil, not adulteration or safety issues with edible oil itself",Exports of crude palm oil and RBD palm oil will still be allowed,irrelevant,Indonesia’s surprise export ban to exclude crude palm oil: Report | Stock Market News,livemint.com,2022-04-25,https://www.livemint.com/market/commodities/indonesias-surprise-ban-of-cooking-oil-exports-will-not-be-strict-as-feared-11650879378335.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"2, 03:27 PM IST Palm oil slumped on prospects that top producer Indonesia’s surprise ban of cooking oil exports will not be strict as feared. Indonesia will only halt exports of bulk and packaged RBD palmolein, a higher value product that has been pro",,,cooking oil; soybean oil; palm oil,,oil exports; stock market; futures; inflation,300
confirm_reject,irrelevant,1.0,"article discusses palm oil export ban's impact on edible oil prices, but does not mention adulteration of palm oil itself",India’s dependence on Indonesia is expected to deal a supply-side shock,irrelevant,How Indonesia's ban on palm oil exports will hurt us | Stock Market News,livemint.com,2022-04-25,https://www.livemint.com/market/how-indonesia-s-ban-on-palm-oil-exports-hurts-us-11650906583398.html,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"edible oil consumption basket. Pradeep S. Mehta, secretary-general, CUTS International, says edible oil prices could surge as much as 100-200% in India if the government fails to find a new source of palm oil. Cooking oil prices are already at record",,,edible oil; cooking oil; palm oil; sunflower oil,,oil prices; edible oil prices; oil exports; stock market; commodity; inflation,512
rescue_review,relevant,1.0,Palm oil is mentioned as the adulterated/fake/spurious/unsafe/misbranded product due to export ban and price hike concerns.,"Indonesia, which is the world's largest producer of palm oil and meets nearly 50 per cent of the total palm oil requirement in India annually...",irrelevant,Palm oil ban: Govt urged to start talks with Indonesia,rediff.com,2022-04-25,https://www.rediff.com/business/report/palm-oil-ban-govt-urged-to-start-talks-with-indonesia/20220425.htm,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"nt in India annually, had announced to ban exports till further notice apparently to contain edible oil prices in their domestic market. ""We have suggested our government initiate dialogue with Indonesian counterparts at the highest diplomatic level",,,edible oil; cooking oil; soybean oil; palm oil,,oil prices; oil price; edible oil prices; inflation,480
confirm_reject,irrelevant,1.0,"article discusses the impact of Indonesia banning crude palm oil exports on edible oil prices, but does not mention adulteration or safety issues with the oils themselves","Last Friday, Indonesia banned the palm oil exports until further notice, a move that industry officials and analysts felt could make all major edible oils, including palm and sunflower oil, costlier.",irrelevant,FMCGs may pinch more if Indonesia bans crude palm oil exports too,indiatimes.com,2022-04-26,https://economictimes.indiatimes.com/markets/commodities/news/fmcgs-may-pinch-more-if-indonesia-bans-crude-palm-oil-exports-too/articleshow/91087103.cms,adulterated_product,"LLM reading: article discusses the impact of Indonesia banning crude palm oil exports on edible oil prices, but does not mention adulteration or safety issues with the oils themselves","Last Friday, Indonesia banned the palm oil exports until further notice, a move that industry officials and analysts felt could make all major edible oils, including palm and sunflower oil, costlier.",irrelevant,"article discusses the impact of Indonesia banning crude palm oil exports on edible oil prices, but does not mention adulteration or safety issues with the oils themselves",edible oil; palm oil; sunflower oil,banned,,842
confirm_reject,irrelevant,0.9,article is about edible oil price/import/business story with no adulteration incident,Indonesia bans palm oil exports,irrelevant,FMCG stocks decline sharply as Indonesia bans palm oil exports,financialexpress.com,2022-04-26,https://www.financialexpress.com/market/fmcg-stocks-decline-sharply-as-indonesia-bans-palm-oil-exports/2503176/,adjacent_or_unclear,Business/price/import context with no adulteration or enforcement signal.,"will lead to an increase in prices in the domestic market. “Given that palm oil is 60% of the total oil imports, and Indonesia being the second-largest seller, it will push domestic prices up in coming months. FMCG staples majors such as Britannia, Hi",,,edible oil; palm oil,,oil imports; oil exports; commodity; inflation,289
