article_id,title,url,true_label,predicted_label,predicted_probability,model_name,representation
b14d8624-e18f-4656-90fb-fbd591b0fd91,â¹50-lakh Worth Edible Oil Seized | Visakhapatnam News - Times of India,https://timesofindia.indiatimes.com/city/visakhapatnam/50-lakh-worth-edible-oil-seized/articleshow/90063876.cms,1,0,0.4925789451476644,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
251fb653-571f-41aa-b272-ab133fb6e082,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration | Chandigarh News - Times of India,https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mustard-oil-adulteration/articleshow/116327780.cms,1,0,0.3562861852575341,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,Noida expands food safety inspection ahead of Holi,https://www.hindustantimes.com/cities/noida-news/noida-expands-food-safety-inspection-ahead-of-holi-101772047234259.html,1,0,0.289889489658837,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,Crackdown on adulteration: Food Safety Department conducts raids in Mussoorie,https://garhwalpost.in/crackdown-on-adulteration-food-safety-department-conducts-raids-in-mussoorie/,1,0,0.40660022394743545,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,"Ahead of Diwali, crackdown on adulterated food items in city",https://timesofindia.indiatimes.com/city/ranchi/ahead-of-diwali-crackdown-on-adulterated-food-items-in-city/articleshow/124610900.cms,1,0,0.35647877377998005,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,72 of 255 food samples tested on Char Dham route sub-standard',https://timesofindia.indiatimes.com/city/dehradun/72-of-255-food-samples-tested-on-char-dham-route-sub-standard/articleshow/100236524.cms,1,0,0.3653097263104703,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,50% of food samples collected by Food Safety department officials found to be unsafe,https://www.thehindu.com/news/national/andhra-pradesh/50-of-food-samples-collected-by-food-safety-department-officials-found-to-be-unsafe/article70252244.ece,1,0,0.3974428878128742,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,FDA Raid on 21 Food Establishments in Kanpur,https://timesofindia.indiatimes.com/city/kanpur/fda-raid-on-21-food-establishments-in-kanpur/articleshow/112599302.cms,1,0,0.35573746840157683,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,Think before you snack: Namkeens & dairy products top list of unsafe foods in Karnataka,https://timesofindia.indiatimes.com/city/bengaluru/think-before-you-snack-namkeens-dairy-products-top-list-of-unsafe-foods-in-karnataka/articleshow/131179662.cms,1,0,0.42695198193130435,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,"Shop selling rotten vegetables in Vejalpur, mutton shop near religious site in Chandkheda sealed by Ahmedabad Municipal Corporation",https://timesofindia.indiatimes.com/city/ahmedabad/shop-selling-rotten-vegetables-in-vejalpur-mutton-shop-near-religious-site-in-chandkheda-sealed-by-ahmedabad-municipal-corporation/articleshow/121390711.cms,1,0,0.3389014231910775,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,"Ahead of festive season, adulterated paneer, milk, and oil raise alarms for food safety in Lucknow",https://www.hindustantimes.com/cities/others/ahead-of-festive-season-adulterated-paneer-milk-and-oil-raise-alarms-for-food-safety-in-lucknow-101693406351671.html,1,0,0.43951741567749264,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,"Assam food safety raids uncover illegal fruit ripening, unsafe food products",https://assamtribune.com/guwahati/assam-food-safety-raids-uncover-illegal-fruit-ripening-unsafe-food-products-1612781,1,0,0.3502841450627583,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,"Food raids in Telangana: Snacks worth over Rs 60K seized, license suspended",https://www.siasat.com/food-raids-in-telangana-snacks-worth-over-rs-60k-seized-license-suspended-3148653/,1,0,0.40365849364624884,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
,"Food items fail quality check in Chandigarh: Purchase food from licensed & hygienic stores, says food safety dept",https://indianexpress.com/article/cities/chandigarh/food-items-fail-quality-check-in-chandigarh-purchase-food-from-licensed-hygienic-stores-says-food-safety-dept-8079080/,1,0,0.3826580522842671,"ens_wavg[tfidf_logreg/full+e5-large_lr/oilemb+roberta-base_lead_512/full|0.31,0.37,0.31]",ensemble:tfidf+emb+transf
