review_keep,title_screen_label,title_url_product_terms,title_url_signal_terms,published_date,domain,source,title_snippet,query_used,status,url
,broad_food_safety_title,,fssai,2026-06-17,en.etemaaddaily.com,etemaaddaily.com,FSSAI flags misleading organic and zero maida claims by food brands,"FSSAI ""edible oil"" India",success,http://www.en.etemaaddaily.com/health/fssai-flags-misleading-organic-and-zero-maida-claims-by-food-brands:1780
,broad_food_safety_title,,fssai,2026-06-15,indiantelevision.com,indiantelevision.com,"FSSAI cracks down on health claims, issues notices to 8 brands","FSSAI ""edible oil"" India",success,https://indiantelevision.com/mam/fssai-cracks-down-on-health-claims-issues-notices-to-8-brands/
,broad_food_safety_title,,fssai,2026-06-15,business-standard.com,business-standard.com,"FSSAI flags 15 food brands for misleading 'healthy', 'organic' labels","FSSAI ""edible oil"" India",robots_blocked,https://www.business-standard.com/india-news/fssai-notices-15-food-brands-over-healthy-zero-maida-and-organic-labels-126061500671_1.html
,broad_food_safety_title,,fssai,2026-06-14,thehindubusinessline.com,thehindubusinessline.com,FSSAI cracks down on misleading brand names and claims,"FSSAI ""edible oil"" India",robots_blocked,https://www.thehindubusinessline.com/companies/fssai-cracks-down-on-misleading-brand-names-and-claims/article71100504.ece
,broad_food_safety_title,,raids; fake,2026-06-12,ndtv.com,ndtv.com,"Mumbai Food Authority Raids Factory Producing Fake Rabri Kulfi, Seizes Huge Stock","""oil"" ""food safety"" ""seized"" India",robots_blocked,https://www.ndtv.com/food/mumbai-food-authority-raids-factory-producing-fake-rabri-kulfi-seizes-huge-stock-11626102
,broad_food_safety_title,,fda,2026-06-03,timesofindia.indiatimes.com,indiatimes.com,FDA seizes energy drink stock worth Rs 56L over misbranding,"""edible oil"" adulteration India",success,https://timesofindia.indiatimes.com/city/aurangabad/fda-seizes-energy-drink-stock-worth-rs-56l-over-misbranding/articleshow/131489352.cms
,broad_food_safety_title,,fda,2026-06-03,hindustantimes.com,hindustantimes.com,FDA seizes 3.4 tonnes of suspect chemically ripened mangoes at APMC,"""edible oil"" adulteration India",success,https://www.hindustantimes.com/cities/mumbai-news/fda-seizes-3-4-tonnes-of-suspect-chemically-ripened-mangoes-at-apmc-101780427156417.html
,broad_food_safety_title,,fda,2026-05-30,hindustantimes.com,hindustantimes.com,"33 held, 27 establishments sealed in Maharashtra FDA's three-day drive","""edible oil"" adulteration India",success,https://www.hindustantimes.com/cities/mumbai-news/33-held-27-establishments-sealed-in-maharashtra-fda-s-three-day-drive-101780125189075.html
,weak_or_body_only_match,,,2026-05-29,siasat.com,siasat.com,H-FAST flags unhygienic conditions at spice manufacturing units in Hyderabad,"""edible oil"" adulteration India",success,https://www.siasat.com/h-fast-flags-unhygienic-conditions-at-spice-manufacturing-units-in-hyderabad-3479147/
,strong_title_match,oils,food safety; fssai,2026-05-29,thelogicalindian.com,thelogicalindian.com,"FSSAI Tightens Food Safety Rules Across Oils, Spices, Seafood, Pulses, Tackling Contamination And Enforcement Gaps","""edible oil"" adulteration India",failed,https://thelogicalindian.com/fssai-tightens-food-safety-rules-across-oils-spices-seafood-pulses-tackling-contamination-and-enforcement-gaps/
,broad_food_safety_title,,adulterated; seized; unsafe; fake,2026-05-23,food.ndtv.com,ndtv.com,"3,500 kg Of <i>Saunf</i> Adulterated With Unsafe Green Colour Seized In Gujarat","""oil"" ""food safety"" ""seized"" India",robots_blocked,https://food.ndtv.com/news/3-500-kg-of-fake-saunf-adulterated-with-unsafe-green-colour-seized-in-gujarat-11536427#publisher=newsstand
,broad_food_safety_title,,fake,2026-05-20,timesofindia.indiatimes.com,indiatimes.com,800 kg fake khoya destroyed: 5 ways to check the purity at home and how to make preservative-free khoya,"""oil"" ""food safety"" ""seized"" India",success,https://timesofindia.indiatimes.com/life-style/food-news/800-kg-fake-khoya-destroyed-5-ways-to-check-the-purity-at-home-and-how-to-make-preservative-free-khoya/articleshow/131217407.cms
,broad_food_safety_title,,food safety,2026-05-15,navhindtimes.in,navhindtimes.in,Food safety,"""coconut oil"" adulteration India",success,https://navhindtimes.in/editorial/food-safety/
,broad_food_safety_title,,food safety,2026-05-08,morungexpress.com,morungexpress.com,Food safety awareness drives held across four Niuland villages,"""cooking oil"" adulteration India",success,https://morungexpress.com/food-safety-awareness-drives-held-across-four-niuland-villages
,broad_food_safety_title,,test,2026-04-30,morungexpress.com,morungexpress.com,Four food products fail quality test in Dimapur Zone,"FSSAI ""edible oil"" India",success,https://morungexpress.com/four-food-products-fail-quality-test-in-dimapur-zone
,broad_food_safety_title,,fssai,2026-04-29,timesofindia.indiatimes.com,indiatimes.com,"Why did FSSAI bury 900 kg of paneer, worth â¹2.25 lakh, and why one has to be extra careful while buying it in summer","""palm oil"" adulteration India",success,https://timesofindia.indiatimes.com/life-style/food-news/why-did-fssai-bury-900-kg-of-paneer-worth-2-25-lakh-and-why-one-has-to-be-extra-careful-while-buying-it-in-summer/articleshow/130602453.cms
,strong_title_match,cooking oil; oil,fake,2026-04-27,news18.com,news18.com,"Your Toothpaste, Cooking Oil May Be Fake: Why Artificial Paneer Was Just The Tip Of The Iceberg","""edible oil"" adulteration India",failed,https://www.news18.com/india/your-toothpaste-cooking-oil-may-be-fake-why-artificial-paneer-was-just-the-tip-of-the-iceberg-ws-el-10059335.html
,strong_title_match,oil,seized; unsafe; raids,2026-04-24,ndtv.com,ndtv.com,"Unsafe Oil, <i>Aata</i> Worth Rs 64 Lakh Seized In Hyderabad Raids, 38 Arrested In 4 Months","""edible oil"" adulteration India",robots_blocked,https://www.ndtv.com/food/unsafe-oil-aata-worth-rs-64-lakh-busted-in-hyderabad-raids-38-arrested-in-4-months-11401791
,broad_food_safety_title,,food adulteration; adulteration,2026-04-22,siasat.com,siasat.com,"In four months, 28 arrested for food adulteration in Cyberabad","""cooking oil"" adulteration India",success,https://www.siasat.com/in-four-months-28-arrested-for-food-adulteration-in-cyberabad-3458156/
,broad_food_safety_title,,food adulteration; adulteration; crackdown; seized,2026-04-22,thehindu.com,thehindu.com,"22 cases booked in Cyberabad food adulteration crackdown, ₹64 lakh worth goods seized","""cooking oil"" adulteration India",robots_blocked,https://www.thehindu.com/news/cities/Hyderabad/22-cases-booked-in-cyberabad-food-adulteration-crackdown-64-lakh-worth-goods-seized/article70892711.ece
,strong_title_match,ghee,adulteration; adulterated; food safety; raids; fake; raid,2026-04-18,thelogicalindian.com,thelogicalindian.com,"Inside India’s Food Safety Raids: From Mango Pulp To Ghee, Adulteration Scandal Unfolds","""edible oil"" adulteration India",failed,https://thelogicalindian.com/india-fake-food-raid-adulterated-mango-pulp/
,broad_food_safety_title,,adulterated; crackdown; fake,2026-04-01,indianexpress.com,indianexpress.com,"Adulterated Osmania biscuits, fake paneer, rotten eggs: What Hyderabad’s crackdown on eateries has revealed","""palm oil"" adulteration India",success,https://indianexpress.com/article/india/adulterated-osmania-biscuits-fake-paneer-rotten-eggs-what-hyderabads-crackdown-on-eateries-has-revealed-10612335/
,strong_title_match,oil,seized,2026-03-22,timesofindia.indiatimes.com,indiatimes.com,"Disgustingly unhygienic"": Hyderabad samosa unit raided; reused oil and stale boiled eggs seized","""cooking oil"" adulteration India",success,https://timesofindia.indiatimes.com/etimes/trending/disgustingly-unhygienic-hyderabad-samosa-unit-raided-reused-oil-and-stale-boiled-eggs-seized/articleshow/129729552.cms
,oil_context_only_in_title,oil,,2026-03-21,ndtv.com,ndtv.com,Large Illegal Samosa Unit Busted In Hyderabad For Using Spoiled Ingredients And Reused Oil,"""cooking oil"" adulteration India",robots_blocked,https://www.ndtv.com/food/large-illegal-samosa-unit-busted-in-hyderabad-for-using-spoiled-ingredients-and-reused-oil-11246923
,broad_food_safety_title,,adulterated; crackdown; seized; unsafe,2026-03-20,thelogicalindian.com,thelogicalindian.com,"Hyderabad Crackdown: 3,892 Kg Adulterated Paneer Seized, 6 Arrested for Supplying Unsafe Dairy Products","""oil"" ""food safety"" ""seized"" India",failed,https://thelogicalindian.com/hyderabad-crackdown-3892-kg-adulterated-paneer-seized-6-arrested-for-supplying-unsafe-dairy-products/
,broad_food_safety_title,,adulterated; seized; raids,2026-03-15,ndtv.com,ndtv.com,"150 Tonnes Of Expired Food, Adulterated Paneer Seized In Major Food Raids Across Two States","""oil"" ""food safety"" ""seized"" India",robots_blocked,https://www.ndtv.com/food/150-tonnes-of-expired-food-adulterated-paneer-seized-in-major-food-raids-across-two-states-11217962#publisher=newsstand
,broad_food_safety_title,,samples; fssai,2026-03-14,deccanchronicle.com,deccanchronicle.com,"FSSAI Analyzed 3,347 Food Samples in Telangana; 1 License Cancelled","FSSAI ""edible oil"" India",robots_blocked,https://www.deccanchronicle.com/southern-states/telangana/fssai-analyzed-3347-food-samples-in-telangana-1-license-cancelled-1943703
,strong_title_match,ghee,fake,2026-03-10,thelogicalindian.com,thelogicalindian.com,"Hyderabad: Police Bust ₹18.26 Lakh Fake Ghee Racket in Banjara Hills, Pride Dairy Owner Arrested","""palm oil"" adulteration India",failed,https://thelogicalindian.com/hyderabad-police-bust-%E2%82%B918-26-lakh-fake-ghee-racket-in-banjara-hills-pride-dairy-owner-arrested/
,broad_food_safety_title,,food safety department; food safety,2026-03-10,dnaindia.com,dnaindia.com,1.5 kg Amul products destroyed in Jaipur after food safety department finds erased expiry dates; firm’s operations halted,"""oil"" ""food safety"" ""seized"" India",robots_blocked,https://www.dnaindia.com/business/report-15-kg-amul-products-destroyed-in-jaipur-after-food-safety-department-finds-erased-expiry-dates-firm-s-operations-halted-3202876
,broad_food_safety_title,,fssai,2026-03-09,thelogicalindian.com,thelogicalindian.com,Is India’s Food Watchdog Failing Us? Inside the Gaps in FSSAI’s Safety Net,"""cooking oil"" adulteration India",failed,https://thelogicalindian.com/is-indias-food-watchdog-failing-us-inside-the-gaps-in-fssais-safety-net/
,broad_food_safety_title,,adulterated; seized; fssai,2026-03-06,livemint.com,livemint.com,"Gujarat news: 1,401 kg of adulterated paneer seized in Surat; food outlet was operating without licence, says FSSAI","FSDA ""edible oil"" seized",success,https://www.livemint.com/news/india/gujarat-news-1-401-kg-of-adulterated-paneer-seized-in-surat-food-outlet-was-operating-without-licence-says-fssai-11772801034522.html
,strong_title_match,ghee,fake; raid,2026-03-06,economictimes.indiatimes.com,indiatimes.com,"Hyderabad fake ghee raid: How 3,000 kg of cow buffalo cream were mixed with cheap substances and supplied to public","""palm oil"" adulteration India",success,https://economictimes.indiatimes.com/news/new-updates/hyderabad-fake-ghee-raid-how-3000-kg-of-cow-buffalo-cream-were-mixed-with-cheap-substances-and-supplied-to-public/articleshow/129141501.cms
,strong_title_match,ghee,seized; fssai; fake,2026-03-02,economictimes.indiatimes.com,indiatimes.com,"1,400 kg fake khoya, 400 kilo expired ghee and paneer seized by FSSAI before Holi","""cooking oil"" adulteration India",success,https://economictimes.indiatimes.com/news/new-updates/1400-kg-fake-khoya-400-kilo-expired-ghee-and-paneer-seized-by-fssai-before-holi/articleshow/128938525.cms
,broad_food_safety_title,,seized; fake,2026-03-02,indianexpress.com,indianexpress.com,Fake paneer and khoya seized in UP ahead of Holi: How do they impact your health?,"""vegetable oil"" adulteration India",success,https://indianexpress.com/article/health-wellness/fake-paneer-khoya-seized-up-holi-health-10561195/
,broad_food_safety_title,,adulterated,2026-03-01,food.ndtv.com,ndtv.com,"Food Authority Seizes Fungus-Laden Khoya In Jhansi, Dumps Adulterated Paneer In Noida Ahead of Holi","""edible oil"" adulteration India",robots_blocked,https://food.ndtv.com/news/food-authority-seizes-fungus-laden-khoya-in-jhansi-dumps-adulterated-paneer-in-noida-ahead-of-holi-11154876#publisher=newsstand
,strong_title_match,edible oil; oil,substandard; seized,2026-02-28,food.ndtv.com,ndtv.com,"25,000 Kg Suji, Substandard Edible Oil Worth Rs 6 Crore Seized In Uttar Pradesh Before Holi","""edible oil"" adulteration India",robots_blocked,https://food.ndtv.com/news/25-000-kg-suji-edible-oil-worth-rs-6-crore-seized-in-uttar-pradesh-11148277#publisher=newsstand
,strong_title_match,edible oil; oil,substandard; seized,2026-02-28,news18.com,news18.com,Over 4 lakh litres seized in drive against substandard edible oil in UP,"FSDA ""edible oil"" seized",failed,https://www.news18.com/agency-feeds/over-4-lakh-litres-seized-in-drive-against-substandard-edible-oil-in-up-9935864.html
,broad_food_safety_title,,adulterated; food safety; seized; fssai,2026-02-28,news18.com,news18.com,"FSSAI Seizes ‘Adulterated’ Sweets In UP's Hapur, Throws Boxes In Dustbin. Later, Locals Collect Them From Garbage","""mustard oil"" seized India",failed,https://www.news18.com/viral/food-safety-team-dumps-seized-sweets-crowd-seen-collecting-them-from-bin-aa-ws-l-9935091.html
,broad_food_safety_title,,adulterated; fssai; raid,2026-02-27,newsx.com,newsx.com,Uttar Pradesh Viral Video: FSSAI Raid In Hapur Ahead Of Holi Sparks Outrage After Locals Seen Picking Adulterated Sweets From Garbage,"""adulterated oil"" seized India",robots_blocked,https://www.newsx.com/india/uttar-pradesh-viral-video-fssai-raid-in-hapur-ahead-of-holi-sparks-outrage-after-locals-seen-picking-adulterated-sweets-from-garbage-174020/
,strong_title_match,oil,adulterated; crackdown; seized,2026-02-26,thelogicalindian.com,thelogicalindian.com,"10,000 Kg Rotten Dates And Adulterated Oil Seized: What Kanpur’s Festival Crackdown Reveals","""edible oil"" adulteration India",failed,https://thelogicalindian.com/10000-kg-rotten-dates-and-adulterated-oil-seized-what-kanpurs-festival-crackdown-reveals/
,strong_title_match,oil,food safety,2026-02-26,thelogicalindian.com,thelogicalindian.com,"40 Litres Reused Oil, 40 Kg Rotten Tomatoes: McDonald’s Jaipur Faces 14-Day Food Safety Ultimatum","""cooking oil"" adulteration India",failed,https://thelogicalindian.com/40-litres-reused-oil-40-kg-rotten-tomatoes-mcdonalds-jaipur-faces-14-day-food-safety-ultimatum/
,strong_title_match,oils,food safety; raids,2026-02-24,hindustantimes.com,hindustantimes.com,"Ahead of Holi, food safety raids net unhygienic sweets, mislabelled oils in GB Nagar","""edible oil"" adulterated India",success,https://www.hindustantimes.com/cities/noida-news/ahead-of-holi-food-safety-raids-net-unhygienic-sweets-mislabelled-oils-in-gb-nagar-101771877000656.html
,strong_title_match,mustard oil; oil,adulterated; food safety; seized; fake,2026-02-24,news18.com,news18.com,"6,000 Litres Of Adulterated Mustard Oil Seized In UP: How To Check Purity? What Are The Red Flags?","""mustard oil"" adulteration India",failed,https://www.news18.com/india/up-barabanki-6000-litres-of-fake-mustard-oil-seized-raises-food-safety-concerns-aa-ws-l-9927362.html
,strong_title_match,ghee; oil,adulterated; seized; fssai; fake; raid,2026-02-24,economictimes.indiatimes.com,indiatimes.com,"14,000 litres of adulterated oil, 1,320 kg of rotten dates and fake ghee seized in Kanpur raid; FSSAI UPFSDA issue warning ahead of festival season","""adulterated oil"" seized India",success,https://economictimes.indiatimes.com/news/new-updates/14000-litres-of-adulterated-oil-1320-kg-of-rotten-dates-and-fake-ghee-seized-in-kanpur-raid-fssai-upfsda-issue-warning-ahead-of-festival-season/articleshow/128755875.cms
,broad_food_safety_title,,fake,2026-02-24,timesofindia.indiatimes.com,indiatimes.com,Whatâs really on your plate? 10 food joints caught selling fake paneer,"""oil"" ""food safety"" ""seized"" India",success,https://timesofindia.indiatimes.com/city/ahmedabad/whats-really-on-your-plate-10-food-joints-caught-selling-fake-paneer/articleshow/128725872.cms
,broad_food_safety_title,,fssai,2026-02-23,thehindubusinessline.com,thehindubusinessline.com,FSSAI directs States to conduct special surveillance drives around Holi,"""edible oil"" adulteration India",robots_blocked,https://www.thehindubusinessline.com/news/fssai-directs-states-to-conduct-special-surveillance-drives-around-holi/article70666679.ece
,strong_title_match,oil,adulterated; seized; fssai,2026-02-23,timesofindia.indiatimes.com,indiatimes.com,10000 kg rotten dates and 13972 litres of adulterated oil seized in Kanpur: FSSAI's oil purity tests to try at home,"""coconut oil"" adulteration India",success,https://timesofindia.indiatimes.com/life-style/food-news/10000-kg-rotten-dates-and-13972-litres-of-adulterated-oil-seized-in-kanpur-fssais-oil-purity-tests-to-try-at-home/photostory/128717642.cms
,strong_title_match,edible oil; oil,adulterated; food safety,2026-02-22,timesofindia.indiatimes.com,indiatimes.com,"Food safety teams seize adulterated khoya in Agra, edible oil in Mânagar","FSDA ""edible oil"" seized",success,https://timesofindia.indiatimes.com/city/agra/food-safety-teams-seize-adulterated-khoya-in-agra-edible-oil-in-mnagar/articleshow/128652372.cms
,broad_food_safety_title,,crackdown; unsafe,2026-02-21,theshillongtimes.com,theshillongtimes.com,Govt crackdown on Polo shops over unsafe cooking practices,"""oil"" ""food safety"" ""seized"" India",success,https://theshillongtimes.com/2026/02/21/govt-crackdown-on-polo-shops-over-unsafe-cooking-practices/
,broad_food_safety_title,,food adulteration; adulteration; crackdown,2026-02-13,deccanchronicle.com,deccanchronicle.com,Crackdown on Food Adulteration Intensifies Across AP: Satyakumar,"""cooking oil"" adulteration India",robots_blocked,https://www.deccanchronicle.com/southern-states/andhra-pradesh/crackdown-on-food-adulteration-intensifies-across-ap-satyakumar-1937008
,oil_context_only_in_title,oil,,2026-02-13,newsx.com,newsx.com,"'Reused Oil, Spoilt Tomatoes': McDonald’s Jaipur Outlet Faces Regulatory Warning, Comes Under Fresh Government Scrutiny","""cooking oil"" adulteration India",robots_blocked,https://www.newsx.com/regionals/reused-oil-spoilt-tomatoes-mcdonalds-jaipur-outlet-faces-regulatory-warning-comes-under-fresh-government-scrutiny-166093/
,strong_title_match,oil,food safety; fssai,2026-02-12,deccanherald.com,deccanherald.com,"McDonald’s India: Food safety body flags rotten tomatoes, oil","""cooking oil"" adulteration India",robots_blocked,https://www.deccanherald.com/india/fssai-pulls-up-mcdonalds-over-use-of-rotten-tomatoes-and-reused-oil-3896279
,oil_context_only_in_title,oil,,2026-02-12,hindustantimes.com,hindustantimes.com,"McDonald's India outlet gets regulatory warning over rotten tomatoes, reused oil","""cooking oil"" adulteration India",success,https://www.hindustantimes.com/cities/jaipur-news/mcdonalds-india-outlet-gets-regulatory-warning-over-rotten-tomatoes-reused-oil-101770898007296.html
,broad_food_safety_title,,fake,2026-02-09,thelogicalindian.com,thelogicalindian.com,"Gujarat Factory Used 300 Litres Real Milk to Produce 1,800 Litres Fake Milk Daily for 5 Years","""soybean oil"" adulteration India",failed,https://thelogicalindian.com/gujarat-factory-used-300-litres-real-milk-to-produce-1800-litres-fake-milk-daily-for-5-years/
,broad_food_safety_title,,adulterated,2026-02-04,timesofindia.indiatimes.com,indiatimes.com,"Factory producing 80,000 litres adulterated milk daily busted in Diggi","""oil"" ""food safety"" ""seized"" India",success,https://timesofindia.indiatimes.com/city/jaipur/factory-producing-80000-litres-adulterated-milk-daily-busted-in-diggi/articleshow/127892796.cms
,broad_food_safety_title,,fssai; fake,2026-01-20,zeenews.india.com,india.com,FSSAI Warns About Fake Sweet Potatoes: Here’s How To Check Purity At Home And Cook 6 Delicious Dishes,"""vegetable oil"" adulteration India",success,https://zeenews.india.com/health/fssai-warns-about-fake-sweet-potatoes-here-s-how-to-check-purity-at-home-and-cook-6-delicious-dishes-3008763
,broad_food_safety_title,,seized,2026-01-01,timesofindia.indiatimes.com,indiatimes.com,Bread with no tags seized from outlet in Noida,"""oil"" ""food safety"" ""seized"" India",success,https://timesofindia.indiatimes.com/city/noida/bread-with-no-tags-seized-from-outlet-in-noida/articleshow/126278282.cms
,broad_food_safety_title,,adulterated; crackdown,2025-12-22,timesofindia.indiatimes.com,indiatimes.com,Officials seize over 14 L worth of adulterated paneer in crackdown,"""palm oil"" adulteration India",success,https://timesofindia.indiatimes.com/city/raipur/officials-seize-over-14-l-worth-of-adulterated-paneer-in-crackdown/articleshow/126125110.cms
,broad_food_safety_title,,fake,2025-12-19,thehindu.com,thehindu.com,"Police bust rackets producing fake medicines, cosmetics, food items","""oil"" ""food safety"" ""seized"" India",robots_blocked,https://www.thehindu.com/news/cities/Delhi/police-bust-rackets-producing-fake-medicines-cosmetics-food-items/article70412318.ece
,strong_title_match,ghee,adulteration,2025-11-28,newkerala.com,newkerala.com,TTD Official Arrested in Tirumala Laddu Ghee Adulteration Case,"""palm oil"" adulteration India",robots_blocked,https://www.newkerala.com/news/o/laddu-adulteration-case-sit-arrests-tirumala-temple-official-593
,strong_title_match,ghee,adulteration; fake,2025-11-10,swarajyamag.com,swarajyamag.com,SIT Reveals Widespread Ghee Adulteration At Tirumala Temple With Fake Supplies Worth Rs 250 Crore From Bhole Baba Dairy,"""palm oil"" adulteration India",robots_blocked,https://swarajyamag.com/news-brief/sit-reveals-widespread-ghee-adulteration-at-tirumala-temple-with-fake-supplies-worth-rs-250-crore-from-bhole-baba-dairy
,strong_title_match,ghee,fake,2025-11-10,thelogicalindian.com,thelogicalindian.com,68 Lakh Kg Fake Ghee Worth ₹250 Crore Supplied to Tirupati Trust by Dairy That Never Procured Milk: Report,"""palm oil"" adulteration India",failed,https://thelogicalindian.com/68-lakh-kg-fake-ghee-worth-%E2%82%B9250-crore-supplied-to-tirupati-trust-by-dairy-that-never-procured-milk-report/
,broad_food_safety_title,,adulteration; raids; fda,2025-10-19,mid-day.com,mid-day.com,Behind your festive mithai: FDA’s surprise raids keep adulteration at bay,"""edible oil"" adulteration India",success,https://www.mid-day.com/mumbai/mumbai-news/article/safer-sweets-this-diwali-thanks-to-surprise-raids-by-fda-across-maharashtra-23599285
,broad_food_safety_title,,adulterated food; adulterated; crackdown; seized; fsda,2025-10-18,hindustantimes.com,hindustantimes.com,FSDA festival crackdown: Over ₹62 lakh worth of adulterated food seized in Lucknow,"FSDA ""edible oil"" seized",success,https://www.hindustantimes.com/cities/lucknow-news/fsda-festival-crackdown-over-rs-62-lakh-worth-of-adulterated-food-seized-in-lucknow-101760729311321.html
,broad_food_safety_title,,substandard; crackdown; fda,2025-10-17,mid-day.com,mid-day.com,Maharashtra: FDA seizes 8 lakh kg of substandard food in pre-Diwali 2025 crackdown,"""edible oil"" adulteration India",success,https://www.mid-day.com/mumbai/mumbai-news/article/maharashtra-fda-seizes-8-lakh-kg-of-substandard-food-in-pre-diwali-2025-crackdown-23599185
,broad_food_safety_title,,fssai,2025-10-17,thehindubusinessline.com,thehindubusinessline.com,"Rajasthan High Court orders Indian Govt, FSSAI not to allow sale or import of GM food, edible items","FSSAI ""edible oil"" India",robots_blocked,https://www.thehindubusinessline.com/economy/agri-business/rajasthan-high-court-orders-indian-govt-fssai-not-to-allow-sale-or-import-of-gm-food-edible-items/article70176615.ece
,broad_food_safety_title,,adulterated food; adulterated; seized,2025-10-16,news18.com,news18.com,"Over 3,300 Quintals Of Adulterated Food Worth Rs 4.76 Crore Seized Before Diwali In UP","FSDA ""edible oil"" seized",failed,https://www.news18.com/india/over-3300-quintals-of-adulterated-food-worth-rs-4-76-crore-seized-before-diwali-in-up-ws-e-9641390.html
,strong_title_match,cooking oil; oil,adulterated; seized,2025-10-15,timesofindia.indiatimes.com,indiatimes.com,Adulterated paneer and cooking oil seized ahead of Diwali,"FSDA ""edible oil"" seized",success,https://timesofindia.indiatimes.com/city/agra/adulterated-paneer-and-cooking-oil-seized-ahead-of-diwali/articleshow/124586909.cms
,broad_food_safety_title,,adulterated food; adulterated; seized,2025-10-15,thehansindia.com,thehansindia.com,"2,993 quintals of adulterated food seized, 1,155 quintals destroyed; special drive runs from October 8-17","""mustard oil"" adulteration India",robots_blocked,https://www.thehansindia.com/news/national/2993-quintals-of-adulterated-food-seized-1155-quintals-destroyed-special-drive-runs-from-october-8-17-1015062
,broad_food_safety_title,,seized; fake,2025-10-13,timesofindia.indiatimes.com,indiatimes.com,550 kg of fake paneer seized in Noida: 5 non-dairy paneer alternatives to try,"""palm oil"" adulteration India",success,https://timesofindia.indiatimes.com/life-style/food-news/550-kg-of-fake-paneer-seized-in-noida-5-non-dairy-paneer-alternatives-to-try/articleshow/124535231.cms
,broad_food_safety_title,,samples; unsafe; fssai; fake,2025-10-13,thelogicalindian.com,thelogicalindian.com,Festive Season Shock: FSSAI Seizes 550 kg of Fake Paneer in Noida; Last Report Found 83% of Samples Unsafe,"""palm oil"" adulteration India",failed,https://thelogicalindian.com/festive-season-shock-fssai-seizes-550-kg-of-fake-paneer-in-noida-last-report-found-83-of-samples-unsafe/
