article_id,title,url,source,domain,publication_date,query_used,discovery_method,extraction_status,word_count,relevance_score,relevance_label,is_duplicate,duplicate_of_url,cleaned_text_path,error_message
887860ed-e92c-4bb6-b293-55776d733ae3,"1,400 kg fake khoya, 400 kilo expired ghee and paneer seized by FSSAI before Holi",https://economictimes.indiatimes.com/news/new-updates/1400-kg-fake-khoya-400-kilo-expired-ghee-and-paneer-seized-by-fssai-before-holi/articleshow/128938525.cms,indiatimes.com,economictimes.indiatimes.com,2026-03-02,"""cooking oil"" adulteration India",mediacloud,success,306,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\economictimes.indiatimes.com\8c8f2199f024e48d.txt,
33a1af34-2914-4a68-9362-0d2e43465cec,Fake paneer and khoya seized in UP ahead of Holi: How do they impact your health?,https://indianexpress.com/article/health-wellness/fake-paneer-khoya-seized-up-holi-health-10561195/,indianexpress.com,indianexpress.com,2026-03-02,"""vegetable oil"" adulteration India",mediacloud,success,553,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\indianexpress.com\685fd685b06d0d9a.txt,
6359c859-9e31-4689-a0fa-bd3412be4be5,"Ahead of Holi, food safety raids net unhygienic sweets, mislabelled oils in GB Nagar",https://www.hindustantimes.com/cities/noida-news/ahead-of-holi-food-safety-raids-net-unhygienic-sweets-mislabelled-oils-in-gb-nagar-101771877000656.html,hindustantimes.com,hindustantimes.com,2026-02-24,"""edible oil"" adulterated India",mediacloud,success,481,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\hindustantimes.com\3b59d3fc13acf71e.txt,
c1025e78-1e14-4746-b1fd-3076d64c042c,"14,000 litres of adulterated oil, 1,320 kg of rotten dates and fake ghee seized in Kanpur raid; FSSAI & UPFSDA issue warning ahead of festival season",https://economictimes.indiatimes.com/news/new-updates/14000-litres-of-adulterated-oil-1320-kg-of-rotten-dates-and-fake-ghee-seized-in-kanpur-raid-fssai-upfsda-issue-warning-ahead-of-festival-season/articleshow/128755875.cms,indiatimes.com,economictimes.indiatimes.com,2026-02-24,"""adulterated oil"" seized India",mediacloud,success,427,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\economictimes.indiatimes.com\1ac4ddc19c1279e6.txt,
48716919-e384-4d37-a7c2-b3938c8c3725,Fake Paneer In Ahmedabad: Whatâs really on your plate? 10 food joints caught selling fake paneer | Ahmedabad News - The Times of India,https://timesofindia.indiatimes.com/city/ahmedabad/whats-really-on-your-plate-10-food-joints-caught-selling-fake-paneer/articleshow/128725872.cms,indiatimes.com,timesofindia.indiatimes.com,2026-02-24,"""oil"" ""food safety"" ""seized"" India",mediacloud,success,626,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\0c174d1f8006fdc8.txt,
9ee7edd0-9918-4d1f-af18-dcedf3d70452,Oil Purity Test: 10000 kg rotten dates and 13972 litres of adulterated oil seized in Kanpur: FSSAI's oil purity tests to try at home,https://timesofindia.indiatimes.com/life-style/food-news/10000-kg-rotten-dates-and-13972-litres-of-adulterated-oil-seized-in-kanpur-fssais-oil-purity-tests-to-try-at-home/photostory/128717642.cms,indiatimes.com,timesofindia.indiatimes.com,2026-02-23,"""coconut oil"" adulteration India",mediacloud,success,400,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\f4c9cf1030b98a18.txt,
ebca1c9f-6eda-4334-b42a-ca8e2ae9e9a0,"Food safety teams seize adulterated khoya in Agra, edible oil in Mânagar | Agra News - The Times of India",https://timesofindia.indiatimes.com/city/agra/food-safety-teams-seize-adulterated-khoya-in-agra-edible-oil-in-mnagar/articleshow/128652372.cms,indiatimes.com,timesofindia.indiatimes.com,2026-02-22,"FSDA ""edible oil"" seized",mediacloud,success,243,1.0,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\1d6fe9c4c4ca3abc.txt,
19077b7d-62c6-4986-a427-e92e7979d7d3,"McDonald's India outlet gets regulatory warning over rotten tomatoes, reused oil",https://www.hindustantimes.com/cities/jaipur-news/mcdonalds-india-outlet-gets-regulatory-warning-over-rotten-tomatoes-reused-oil-101770898007296.html,hindustantimes.com,hindustantimes.com,2026-02-12,"""cooking oil"" adulteration India",mediacloud,success,282,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\hindustantimes.com\1bd61300239bd878.txt,
6bb10c09-3aa4-4c2e-9bc6-c53c00f4c73e,"Factory producing 80,000 litres adulterated milk daily busted in Diggi | Jaipur News - The Times of India",https://timesofindia.indiatimes.com/city/jaipur/factory-producing-80000-litres-adulterated-milk-daily-busted-in-diggi/articleshow/127892796.cms,indiatimes.com,timesofindia.indiatimes.com,2026-02-04,"""oil"" ""food safety"" ""seized"" India",mediacloud,success,203,0.9,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\f1af6b4fd25153d7.txt,
71ca8e32-a48c-4171-9eb4-d977270d58e8,Bread with no tags seized from outlet in Noida | Noida News - The Times of India,https://timesofindia.indiatimes.com/city/noida/bread-with-no-tags-seized-from-outlet-in-noida/articleshow/126278282.cms,indiatimes.com,timesofindia.indiatimes.com,2026-01-01,"""oil"" ""food safety"" ""seized"" India",mediacloud,success,396,0.7,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\59c8044c8a26a8ad.txt,
0ea315a9-1c23-4279-b474-ca90019f526d,Officials seize over 14 L worth of adulterated paneer in crackdown | Raipur News - The Times of India,https://timesofindia.indiatimes.com/city/raipur/officials-seize-over-14-l-worth-of-adulterated-paneer-in-crackdown/articleshow/126125110.cms,indiatimes.com,timesofindia.indiatimes.com,2025-12-22,"""palm oil"" adulteration India",mediacloud,success,256,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\9cddbfb5c4be818a.txt,
9cb11fea-c108-4338-8fa8-cf0c0b19fc8f,Behind your festive mithai: FDA’s surprise raids keep adulteration at bay,https://www.mid-day.com/mumbai/mumbai-news/article/safer-sweets-this-diwali-thanks-to-surprise-raids-by-fda-across-maharashtra-23599285,mid-day.com,mid-day.com,2025-10-19,"""edible oil"" adulteration India",mediacloud,success,182,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\mid-day.com\c555871688eaed60.txt,
939a68cc-6b9f-4761-8815-4b014c88db78,FSDA festival crackdown: Over  ₹62 lakh worth of adulterated food seized in Lucknow,https://www.hindustantimes.com/cities/lucknow-news/fsda-festival-crackdown-over-rs-62-lakh-worth-of-adulterated-food-seized-in-lucknow-101760729311321.html,hindustantimes.com,hindustantimes.com,2025-10-18,"FSDA ""edible oil"" seized",mediacloud,success,341,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\hindustantimes.com\e8e930bbc81e7e4d.txt,
be13dbd2-5852-4001-8bac-bb02b82ea371,Maharashtra: FDA seizes 8 lakh kg of substandard food in pre-Diwali 2025 crackdown,https://www.mid-day.com/mumbai/mumbai-news/article/maharashtra-fda-seizes-8-lakh-kg-of-substandard-food-in-pre-diwali-2025-crackdown-23599185,mid-day.com,mid-day.com,2025-10-17,"""edible oil"" adulteration India",mediacloud,success,130,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\mid-day.com\1191764b2378efe7.txt,
40751aa0-52d6-4456-9264-513b5ada112d,Adulterated paneer and cooking oil seized ahead of Diwali | Agra News - The Times of India,https://timesofindia.indiatimes.com/city/agra/adulterated-paneer-and-cooking-oil-seized-ahead-of-diwali/articleshow/124586909.cms,indiatimes.com,timesofindia.indiatimes.com,2025-10-15,"FSDA ""edible oil"" seized",mediacloud,success,363,1.0,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\946c0776d841982f.txt,
549af885-29f5-4572-8360-3d9010c83dcf,550 kg of fake paneer seized in Noida: 5 non-dairy paneer alternatives to try - The Times of India,https://timesofindia.indiatimes.com/life-style/food-news/550-kg-of-fake-paneer-seized-in-noida-5-non-dairy-paneer-alternatives-to-try/articleshow/124535231.cms,indiatimes.com,timesofindia.indiatimes.com,2025-10-13,"""palm oil"" adulteration India",mediacloud,success,401,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\244c37723eb8bd01.txt,
c1470c0d-36d5-4fed-aa71-3b7967e4bb44,Noida: 500 kg fake paneer found before Diwali. Here's how to check the purity and what you can do to save yourself,https://economictimes.indiatimes.com/news/india/noida-500-kg-fake-paneer-found-before-diwali-heres-how-to-check-the-purity-and-what-you-can-do-to-save-yourself/articleshow/124524319.cms,indiatimes.com,economictimes.indiatimes.com,2025-10-13,"""oil"" ""food safety"" ""seized"" India",mediacloud,success,497,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\economictimes.indiatimes.com\19b6829c94f8cfe2.txt,
6a1a60ef-a50f-4c7c-af5b-0f2671b1e679,Adulterated edible oil worth Rs53L seized in Kanpur raid | Kanpur News - The Times of India,https://timesofindia.indiatimes.com/city/kanpur/adulterated-edible-oil-worth-rs53l-seized-in-kanpur-raid/articleshow/124465364.cms,indiatimes.com,timesofindia.indiatimes.com,2025-10-11,"FSDA ""edible oil"" seized",mediacloud,success,247,1.0,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\1d0b5e69ef9e0637.txt,
5e9efc55-8b61-4839-b17b-d3efa161dbf8,Food samples seized in Ludhiana ahead of festive rush. | Ludhiana News - The Times of India,https://timesofindia.indiatimes.com/city/ludhiana/food-samples-seized-in-ludhiana-ahead-of-festive-rush-/articleshow/124478576.cms,indiatimes.com,timesofindia.indiatimes.com,2025-10-11,"""cooking oil"" adulteration India",mediacloud,success,281,0.9,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\fa48cb402d78ab47.txt,
6c06ee11-ff81-484d-883a-4a8813429b4e,FSDA seizes substandard supply of edible oil worth 30L | Kanpur News - The Times of India,https://timesofindia.indiatimes.com/city/kanpur/fsda-seizes-substandard-supply-of-edible-oil-worth-30l/articleshow/124437838.cms,indiatimes.com,timesofindia.indiatimes.com,2025-10-10,"FSDA ""edible oil"" seized",mediacloud,success,175,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\2e8b5e681e12d2c8.txt,
44c877b7-b43a-4b6f-baa4-98824e3b61f1,FDA seizes untested soyabean oil | Nagpur News - The Times of India,https://timesofindia.indiatimes.com/city/nagpur/fda-seizes-untested-soyabean-oil/articleshow/124398090.cms,indiatimes.com,timesofindia.indiatimes.com,2025-10-09,"""oil"" ""food safety"" ""seized"" India",mediacloud,success,183,0.9,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\bb087f541d84798f.txt,
29a78f18-c72b-4c91-9f17-e22c2b2e1ea1,Mumbai: 550 kg fake cheese sold as paneer seized,https://indianexpress.com/article/cities/mumbai/mumbai-550-kg-fake-cheese-sold-as-paneer-seized-10213225/,indianexpress.com,indianexpress.com,2025-08-26,"""palm oil"" adulteration India",mediacloud,success,299,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\indianexpress.com\ae4e83cc13be40bb.txt,
7101df65-9940-4a77-bdcd-62a92487c9af,"Merc belonging to bizman runs over sweeper near Chowpatty, driver arrested",https://www.hindustantimes.com/cities/mumbai-news/merc-belonging-to-bizman-runs-over-sweeper-near-chowpatty-driver-arrested-101754334127160.html,hindustantimes.com,hindustantimes.com,2025-08-05,"""edible oil"" seized India",mediacloud,success,497,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\hindustantimes.com\97949a01de5ecd45.txt,
65f3c178-df32-4620-8f31-162973f0bbb6,"SEA urges CCPA, FSSAI to take action against 'misleading' social media claims on refined oils",https://economictimes.indiatimes.com/industry/cons-products/food/sea-urges-ccpa-fssai-to-take-action-against-misleading-social-media-claims-on-refined-oils/articleshow/122950128.cms,indiatimes.com,economictimes.indiatimes.com,2025-07-28,"FSSAI ""edible oil"" India",mediacloud,success,297,0.65,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\economictimes.indiatimes.com\e78882262b58196e.txt,
f6a5cb1e-ec9f-42ad-b021-c33208327f37,Food Safety Department mandates consumer feedback apps for sweet shops in Prayagraj to enhance transparency | Prayagraj News - Times of India,https://timesofindia.indiatimes.com/city/allahabad/food-safety-department-mandates-consumer-feedback-apps-for-sweet-shops-in-prayagraj-to-enhance-transparency/articleshow/122934730.cms,indiatimes.com,timesofindia.indiatimes.com,2025-07-27,"""food safety department"" ""edible oil"" India",mediacloud,success,458,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\4dd46273c79d1197.txt,
4b1f6759-d327-4aff-a6c5-25fb0f1b6066,"Four arrested after 1,400 kg adulterated paneer seized",https://www.hindustantimes.com/cities/noida-news/four-arrested-after-1-400-kg-adulterated-paneer-seized-101751222976328.html,hindustantimes.com,hindustantimes.com,2025-06-30,"""oil"" ""food safety"" ""seized"" India",mediacloud,success,443,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\hindustantimes.com\0cda652279dd52b3.txt,
f09635ad-2ffe-40c1-aa5e-8e52675d8e2c,Paneer Purity Test: 450 kg paneer seized in Chandigarh: 5 ways to check the purity of paneer | - Times of India,https://timesofindia.indiatimes.com/life-style/food-news/450-kg-paneer-seized-in-chandigarh-5-ways-to-check-the-purity-of-paneer/articleshow/121838080.cms,indiatimes.com,timesofindia.indiatimes.com,2025-06-14,"""palm oil"" adulteration India",mediacloud,success,620,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\cbf770ba5a86c28c.txt,
b5bfa331-851c-4130-95e4-7bdfb0d713ea,Oil purity test: Adulterated mustard oil seized in Ghaziabad: How to check oil purity at home | - The Times of India,https://timesofindia.indiatimes.com/life-style/food-news/adulterated-mustard-oil-seized-in-ghaziabad-how-to-check-oil-purity-at-home/articleshow/121774827.cms,indiatimes.com,timesofindia.indiatimes.com,2025-06-11,"""edible oil"" adulteration India",mediacloud,success,332,1.0,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\8dabedeaf5f0c07c.txt,
12b268cf-450e-4128-bfc6-264158b8908c,Maharashtra dairy industry seeks ban on ‘fake’ paneer,https://economictimes.indiatimes.com/industry/cons-products/food/maharashtra-dairy-industry-seeks-ban-on-fake-paneer/articleshow/119595536.cms,indiatimes.com,economictimes.indiatimes.com,2025-03-27,"""vegetable oil"" adulteration India",mediacloud,success,240,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\economictimes.indiatimes.com\2a3f102e747834f3.txt,
c8c21007-7075-426a-bc13-f7ee8230b01c,Over 500kg adulterated paneer seized by food safety and drug administration | Patna News - The Times of India,https://timesofindia.indiatimes.com/city/patna/over-500kg-adulterated-paneer-seized-by-food-safety-and-drug-administration/articleshow/118985802.cms,indiatimes.com,timesofindia.indiatimes.com,2025-03-13,"""edible oil"" adulteration India",mediacloud,success,398,1.0,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\880a7ef4c0355db6.txt,
239df7a1-c78e-4a9a-a586-d873c1199b1d,FSSAI directs States to step up food safety checks on dairy analogues,https://economictimes.indiatimes.com/industry/cons-products/food/fssai-directs-states-to-step-up-food-safety-checks-on-dairy-analogues/articleshow/118903332.cms,indiatimes.com,economictimes.indiatimes.com,2025-03-12,"""vegetable oil"" adulteration India",mediacloud,success,204,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\economictimes.indiatimes.com\9857e608b3f44c03.txt,
34126f51-0787-4571-980d-3eb596bf0ebc,Deadly substances found in fake ghee: Factory found mimicking leading brands in alarming scam - The Times of India,https://timesofindia.indiatimes.com/etimes/trending/deadly-substances-found-in-fake-ghee-factory-found-mimicking-leading-brands-in-alarming-scam/articleshow/117276930.cms,indiatimes.com,timesofindia.indiatimes.com,2025-01-16,"""palm oil"" adulteration India",mediacloud,success,464,0.95,relevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\007a3fd3a18ee4ed.txt,
6c49ff36-28c2-4bc9-9157-69898cec2c79,"Gautam Budh Nagar: 370 kg sweets, 750 ltr oil seized in food safety checks",https://www.hindustantimes.com/cities/noida-news/gautam-budh-nagar-370-kg-sweets-750-ltr-oil-seized-in-food-safety-checks-101730140849789.html,hindustantimes.com,hindustantimes.com,2024-10-29,"""oil"" ""food safety"" ""seized"" India",mediacloud,success,464,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\hindustantimes.com\a6361786a61d2a79.txt,
70517e29-3466-47fd-98c7-0d851b8b67ec,Bhopal Police Seizes 10 Quintals of Fake Mawa Amid Diwali Celebration | Bhopal News - Times of India,https://timesofindia.indiatimes.com/city/bhopal/bhopal-police-seizes-10-quintals-of-fake-mawa-amid-diwali-celebration/articleshow/114555214.cms,indiatimes.com,timesofindia.indiatimes.com,2024-10-24,"""edible oil"" adulterated India",mediacloud,success,979,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\timesofindia.indiatimes.com\d7da7161e469b0d3.txt,
aea7ac1d-7457-4285-9550-c01cc45864a7,Zomato under fire for selling ‘analogue paneer’ to restaurants: What is this fake cheese?,https://www.hindustantimes.com/trending/zomato-under-fire-for-selling-analogue-paneer-to-restaurants-what-is-this-fake-cheese-101729494923343.html,hindustantimes.com,hindustantimes.com,2024-10-21,"""vegetable oil"" adulteration India",mediacloud,success,632,,irrelevant,,,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\edible_oils_from_sample_2026-06-21\mediacloud\cleaned_text\hindustantimes.com\22a3ae3687c15516.txt,
