keep,article_id,title,url,source,domain,date,status,query_family,query_id,query_used,metadata_label,metadata_score,review_priority,rule_reason,ghee_hits,signal_hits,llm_queue
,5915,Income Tax officials raid 40 locations linked to Madhusudan Ghee in Mumbai,https://www.indiatoday.in/india/story/mumbai-income-tax-officials-raid-madhusudan-ghee-1977646-2022-07-20?utm_source=rss,indiatoday.in,indiatoday.in,2022-07-20,downloaded_ghee_fulltext,title_only,title_ghee_enforcement,"((article_title:ghee OR article_title:""cow ghee"" OR article_title:""desi ghee"" OR article_title:""pure ghee"" OR article_title:""loose ghee"") AND (article_title:fssai OR article_title:fda OR article_title:""food safety"" OR article_title:raid OR article_title:seized) AND language:en)",likely_relevant,100,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,raid,1
,1144,"Khargone: 500-kg spurious ghee, 1,682-litre adulterated edible oil seized",https://www.freepressjournal.in/indore/khargone-500-kg-spurious-ghee-1682-litre-adulterated-edible-oil-seized,freepressjournal.in,freepressjournal.in,2022-07-30,downloaded_ghee_fulltext,phrase,phrase_fake_ghee,"(""fake ghee"" AND language:en)",likely_relevant,100,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,adulterated; seized,1
,5516,Try These Simple Techniques To Identify Pure Ghee Against Adulterated Ghee,https://www.news18.com/news/lifestyle/try-these-simple-techniques-to-identify-pure-ghee-against-adulterated-ghee-5999731.html,news18.com,news18.com,2022-09-20,failed,title_only,title_ghee_products_adulterated_fake,"((article_title:ghee OR article_title:""cow ghee"" OR article_title:""desi ghee"" OR article_title:""pure ghee"" OR article_title:""loose ghee"") AND (article_title:adulterated OR article_title:fake) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,adulterated ghee; pure ghee; ghee,adulterated,1
,5021,Fake Ghee Of Famous Brands Seized,https://timesofindia.indiatimes.com/city/jaipur/fake-ghee-of-famous-brands-seized/articleshow/94889792.cms,indiatimes.com,timesofindia.indiatimes.com,2022-10-16,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,fake ghee; ghee,fake; seized,1
,5025,"Mumbai: FDA seizes 400 kg fake ghee worth Rs 3 lakh, samples sent for laboratory test",https://www.freepressjournal.in/mumbai/mumbai-fda-seizes-400-kg-fake-ghee-worth-rs-3-lakh-samples-sent-for-laboratory-test,freepressjournal.in,freepressjournal.in,2022-10-19,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,fake ghee; ghee,fake; fda,1
,5026,"Mumbai: Ahead of Diwali festival, FDA seizes 400 kg adulterated ghee worth Rs 3 lakh in Masjid Bandar",https://www.mid-day.com/mumbai/mumbai-news/article/mumbai-ahead-of-diwali-festival-fda-seizes-400-kg-adulterated-ghee-worth-rs-3-lakh-in-masjid-bandar-23251244,mid-day.com,mid-day.com,2022-10-19,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,adulterated ghee; ghee,adulterated; fda,1
,5027,Factories Making Fake Ghee Of Well-known Brands Busted In City,https://timesofindia.indiatimes.com/city/jaipur/factories-making-fake-ghee-of-well-known-brands-busted-in-city/articleshow/94954456.cms,indiatimes.com,timesofindia.indiatimes.com,2022-10-19,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,fake ghee; ghee,fake,1
,1146,Racket Selling Fake Ghee Online Busted,https://timesofindia.indiatimes.com/city/surat/racket-selling-fake-ghee-online-busted/articleshow/95390237.cms,indiatimes.com,timesofindia.indiatimes.com,2022-11-09,downloaded_ghee_fulltext,phrase,phrase_fake_ghee,"(""fake ghee"" AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,fake ghee; ghee,fake,1
,1254,"Over 1,000 kg adulterated ghee seized in Surat",https://www.ibtimes.co.in/over-1000-kg-adulterated-ghee-seized-surat-853935,ibtimes.co.in,ibtimes.co.in,2022-11-09,downloaded_ghee_fulltext,phrase,phrase_vegetable_ghee,"(""vegetable ghee"" AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,adulterated ghee; ghee,adulterated; seized,1
,1255,"Over 1,000 kg duplicate ghee seized in Surat",https://theshillongtimes.com/2022/11/09/over-1000-kg-duplicate-ghee-seized-in-surat/,theshillongtimes.com,theshillongtimes.com,2022-11-09,downloaded_ghee_fulltext,phrase,phrase_vegetable_ghee,"(""vegetable ghee"" AND language:en)",likely_relevant,100,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,1256,"Over 1,000 kg duplicate ghee seized from Surat's Kim taluka",https://www.sentinelassam.com/national-news/over-1000-kg-duplicate-ghee-seized-from-surats-kim-taluka-622492,sentinelassam.com,sentinelassam.com,2022-11-10,downloaded_ghee_fulltext,phrase,phrase_vegetable_ghee,"(""vegetable ghee"" AND language:en)",likely_relevant,100,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,1147,Watch: BJP MP Brij Bhushan Sharan Singh calls Baba Ramdev's ghee 'fake',https://www.dnaindia.com/india/report-bjp-mp-brij-bhushan-sharan-singh-calls-baba-ramdev-s-ghee-fake-3004507,dnaindia.com,dnaindia.com,2022-11-22,downloaded_ghee_fulltext,phrase,phrase_fake_ghee,"(""fake ghee"" AND language:en)",likely_relevant,100,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,fake,1
,1148,Ramdev selling 'fake ghee' under Patanjali brand: BJP MP,https://www.siasat.com/ramdev-selling-fake-ghee-under-patanjali-brand-bjp-mp-2469847/,siasat.com,siasat.com,2022-12-01,downloaded_ghee_fulltext,phrase,phrase_fake_ghee,"(""fake ghee"" AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,fake ghee; ghee,fake,1
,1149,BJP MP attacks Yoga Guru Baba Ramdev over Patanjali's 'fake ghee',https://economictimes.indiatimes.com/news/politics-and-nation/bjp-mp-attacks-yoga-guru-baba-ramdev-over-patanjalis-fake-ghee/videoshow/95993428.cms,indiatimes.com,economictimes.indiatimes.com,2022-12-05,downloaded_ghee_fulltext,phrase,phrase_fake_ghee,"(""fake ghee"" AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,fake ghee; ghee,fake,1
,5052,Madhya Pradesh: Man held for selling adulterated ghee,https://www.freepressjournal.in/bhopal/madhya-pradesh-man-held-for-selling-adulterated-ghee,freepressjournal.in,freepressjournal.in,2023-01-14,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,adulterated ghee; ghee,adulterated,1
,5926,FSSAI asks State food safety commissioners to check on products being sold as plant-based ghee,https://www.thehindubusinessline.com/economy/fssai-asks-state-food-safety-commissioners-to-check-on-products-being-sold-as-plant-based-ghee/article66428775.ece,thehindubusinessline.com,thehindubusinessline.com,2023-01-24,downloaded_ghee_fulltext,title_only,title_ghee_enforcement,"((article_title:ghee OR article_title:""cow ghee"" OR article_title:""desi ghee"" OR article_title:""pure ghee"" OR article_title:""loose ghee"") AND (article_title:fssai OR article_title:fda OR article_title:""food safety"" OR article_title:raid OR article_title:seized) AND language:en)",likely_relevant,100,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,food safety; fssai,1
,5928,Spurious ghee packets seized in Ambala City,https://www.tribuneindia.com/news/chandigarh/spurious-ghee-packets-seized-in-ambala-city-486565,tribuneindia.com,tribuneindia.com,2023-03-10,downloaded_ghee_fulltext,title_only,title_ghee_enforcement,"((article_title:ghee OR article_title:""cow ghee"" OR article_title:""desi ghee"" OR article_title:""pure ghee"" OR article_title:""loose ghee"") AND (article_title:fssai OR article_title:fda OR article_title:""food safety"" OR article_title:raid OR article_title:seized) AND language:en)",likely_relevant,100,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,seized,1
,5530,"KMF in Mysuru calls out fake ghee unit video, says it's busted racket",https://timesofindia.indiatimes.com/city/bengaluru/kmf-in-mysuru-calls-out-fake-ghee-unit-video-says-its-busted-racket/articleshow/99073895.cms,indiatimes.com,timesofindia.indiatimes.com,2023-03-29,downloaded_ghee_fulltext,title_only,title_ghee_products_adulterated_fake,"((article_title:ghee OR article_title:""cow ghee"" OR article_title:""desi ghee"" OR article_title:""pure ghee"" OR article_title:""loose ghee"") AND (article_title:adulterated OR article_title:fake) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,fake ghee; ghee,fake,1
,5060,Ujjain: Adulterated ghee seized from Unhel firm,https://www.freepressjournal.in/ujjain/ujjain-adulterated-ghee-seized-from-unhel-firm,freepressjournal.in,freepressjournal.in,2023-05-17,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,adulterated ghee; ghee,adulterated; seized,1
,5248,"3,000kg Fake Ghee Of Big Brands Seized",https://timesofindia.indiatimes.com/city/jaipur/3000kg-fake-ghee-of-big-brands-seized/articleshow/100908720.cms,indiatimes.com,timesofindia.indiatimes.com,2023-06-11,downloaded_ghee_fulltext,boolean,boolean_ghee_adulterants_context,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (vanaspati OR ""vegetable ghee"") AND ((adulterated OR fake) OR (fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,fake ghee; ghee,fake; seized,1
,5535,Is Your Ghee Pure? Try These 5 Hacks To Check If The Ghee Is Adulterated,https://www.news18.com/lifestyle/is-your-ghee-pure-try-these-5-hacks-to-check-if-the-ghee-is-adulterated-8374045.html,news18.com,news18.com,2023-07-19,failed,title_only,title_ghee_products_adulterated_fake,"((article_title:ghee OR article_title:""cow ghee"" OR article_title:""desi ghee"" OR article_title:""pure ghee"" OR article_title:""loose ghee"") AND (article_title:adulterated OR article_title:fake) AND language:en)",likely_relevant,100,high,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,ghee,adulterated,1
,5251,UP Court Sentences 5 To Life In Jail For Manufacturing Fake Ghee In 2009,https://www.ndtv.com/cities/up-court-sentences-5-to-life-in-jail-for-manufacturing-fake-ghee-in-2009-4293686,ndtv.com,ndtv.com,2023-08-13,failed,boolean,boolean_ghee_adulterants_context,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (vanaspati OR ""vegetable ghee"") AND ((adulterated OR fake) OR (fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,fake ghee; ghee,fake,1
,5075,Hyderabad: Man held for selling adulterated ghee in Secunderabad,https://www.siasat.com/hyderabad-man-held-for-selling-adulterated-ghee-in-secunderabad-2672406/,siasat.com,siasat.com,2023-08-20,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,adulterated ghee; ghee,adulterated,1
,5076,"Fake ghee unit raided, owner arrested in Hyderabad",http://www.en.etemaaddaily.com/world/hyderabad/fake-ghee-unit-raided-owner-arrested-in-hyderabad:137033,etemaaddaily.com,en.etemaaddaily.com,2023-08-21,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,fake ghee; ghee,fake,1
,5541,KMF officials caught driver supplying adulterated ghee tins,https://www.thehindu.com/news/national/karnataka/kmf-officials-caught-driver-supplying-adulterated-ghee-tins/article67337827.ece,thehindu.com,thehindu.com,2023-09-24,downloaded_ghee_fulltext,title_only,title_ghee_products_adulterated_fake,"((article_title:ghee OR article_title:""cow ghee"" OR article_title:""desi ghee"" OR article_title:""pure ghee"" OR article_title:""loose ghee"") AND (article_title:adulterated OR article_title:fake) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,adulterated ghee; ghee,adulterated,1
,5079,"Chatuhshringi police, FDA seize 650 kg of adulterated ghee, oil",https://www.hindustantimes.com/cities/pune-news/chatuhshringi-police-fda-seize-650-kg-of-adulterated-ghee-oil-101696443911789.html,hindustantimes.com,hindustantimes.com,2023-10-04,downloaded_ghee_fulltext,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",likely_relevant,100,high,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,adulterated ghee; ghee,adulterated; fda,1
