keep,llm_label,llm_score,llm_confidence,title,url,source,date,word_count,llm_reason,llm_evidence,metadata_label,metadata_score,rule_reason,query_family,query_id,query_used,file_path,discovered_url,llm_model,scored_at,llm_error,llm_raw
,relevant,1,1.0,"1,500 kg spurious ‘desi ghee’ seized during raid in Delhi’s Alipur",https://indianexpress.com/article/cities/delhi/1500-kg-spurious-desi-ghee-seized-during-raid-in-delhis-alipur-10402192/,indianexpress.com,2025-12-04,268,Article is about ghee adulteration and enforcement in India.,spurious ‘desi ghee’ seized during raid,likely_relevant,98,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,boolean,boolean_ghee_products_adulterated_fake,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\indianexpress.com\af953f5d65a55b99.txt,https://indianexpress.com/article/cities/delhi/1500-kg-spurious-desi-ghee-seized-during-raid-in-delhis-alipur-10402192/,llama3.1:8b-instruct-q4_K_M,2026-06-30T17:11:36.712212+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""Article is about ghee adulteration and enforcement in India."",
  ""evidence_phrase"": ""spurious ‘desi ghee’ seized during raid""
}"
,relevant,1,1.0,"1.5k kg adulterated ghee seized from Udaipur factory, 2 detained | Jaipur News - The Times of India",https://timesofindia.indiatimes.com/city/jaipur/1-5k-kg-adulterated-ghee-seized-from-udaipur-factory-2-detained/articleshow/118810567.cms,indiatimes.com,2025-03-09,222,"Adulterated ghee seized from factory, packaged under well-known brands.","seized 1,500kg spurious ghee",likely_relevant,100,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,phrase,phrase_adulterated_ghee,"(""adulterated ghee"" AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\timesofindia.indiatimes.com\62414823e3c4ce4e.txt,https://timesofindia.indiatimes.com/city/jaipur/1-5k-kg-adulterated-ghee-seized-from-udaipur-factory-2-detained/articleshow/118810567.cms,llama3.1:8b-instruct-q4_K_M,2026-06-30T16:52:23.955998+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""Adulterated ghee seized from factory, packaged under well-known brands."",
  ""evidence_phrase"": ""seized 1,500kg spurious ghee""
}"
,relevant,1,1.0,10k Litre of Spurious Ghee Seized in Jaipur: Fake Ghee Operation Uncovered | Jaipur News - Times of India,https://timesofindia.indiatimes.com/city/jaipur/10k-litre-of-spurious-ghee-seized-in-jaipur-fake-ghee-operation-uncovered/articleshow/107898461.cms,indiatimes.com,2024-02-22,306,"article is about ghee adulteration, with specific mention of 'spurious ghee' and 'fake ghee'",10k Litre of Spurious Ghee Seized in Jaipur,likely_relevant,100,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,phrase,phrase_fake_ghee,"(""fake ghee"" AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\timesofindia.indiatimes.com\ea9162b2b020aaaa.txt,https://timesofindia.indiatimes.com/city/jaipur/10k-litre-of-spurious-ghee-seized-in-jaipur-fake-ghee-operation-uncovered/articleshow/107898461.cms,llama3.1:8b-instruct-q4_K_M,2026-06-30T16:42:29.952665+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""article is about ghee adulteration, with specific mention of 'spurious ghee' and 'fake ghee'"",
  ""evidence_phrase"": ""10k Litre of Spurious Ghee Seized in Jaipur""
}"
,relevant,1,1.0,11 quintals of spurious ghee seized in Malerkotla - The Tribune,https://www.tribuneindia.com/news/punjab/11-quintals-of-spurious-ghee-seized-in-malerkotla-561529,tribuneindia.com,2023-11-11,157,Adulterated ghee seized by Food Safety Department,11 quintals of adulterated desi ghee,likely_relevant,98,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\tribuneindia.com\76d15bbad2ddafc0.txt,https://www.tribuneindia.com/news/punjab/11-quintals-of-spurious-ghee-seized-in-malerkotla-561529,llama3.1:8b-instruct-q4_K_M,2026-06-30T17:09:09.869776+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""Adulterated ghee seized by Food Safety Department"",
  ""evidence_phrase"": ""11 quintals of adulterated desi ghee""
}"
,relevant,1,1.0,129kg of spurious ghee seized in Vadodara | Vadodara News - Times of India,https://timesofindia.indiatimes.com/city/vadodara/129kg-of-spurious-ghee-seized-in-vadodara/articleshow/112436304.cms,indiatimes.com,2024-08-11,404,ghee product term in title/url; approved adulteration/enforcement signal in title/url,129kg of spurious ghee seized,likely_relevant,100,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,title_only,title_ghee_enforcement,"((article_title:ghee OR article_title:""cow ghee"" OR article_title:""desi ghee"" OR article_title:""pure ghee"" OR article_title:""loose ghee"") AND (article_title:fssai OR article_title:fda OR article_title:""food safety"" OR article_title:raid OR article_title:seized) AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\timesofindia.indiatimes.com\4d70c0ed6badc650.txt,https://timesofindia.indiatimes.com/city/vadodara/129kg-of-spurious-ghee-seized-in-vadodara/articleshow/112436304.cms,llama3.1:8b-instruct-q4_K_M,2026-06-30T16:43:34.501610+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""ghee product term in title/url; approved adulteration/enforcement signal in title/url"",
  ""evidence_phrase"": ""129kg of spurious ghee seized""
}"
,relevant,1,1.0,"13,700 litres of spurious ghee seized from a factory in Jaipur",https://www.thehansindia.com/news/national/13700-litres-of-spurious-ghee-seized-from-a-factory-in-jaipur-879061,thehansindia.com,2024-05-17,163,ghee adulteration/enforcement signal in title and article text,"13,700 litres of spurious ghee seized",likely_relevant,100,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,title_only,title_ghee_enforcement,"((article_title:ghee OR article_title:""cow ghee"" OR article_title:""desi ghee"" OR article_title:""pure ghee"" OR article_title:""loose ghee"") AND (article_title:fssai OR article_title:fda OR article_title:""food safety"" OR article_title:raid OR article_title:seized) AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\thehansindia.com\d631d0436d628488.txt,https://www.thehansindia.com/news/national/13700-litres-of-spurious-ghee-seized-from-a-factory-in-jaipur-879061,llama3.1:8b-instruct-q4_K_M,2026-06-30T16:42:52.270732+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""ghee adulteration/enforcement signal in title and article text"",
  ""evidence_phrase"": ""13,700 litres of spurious ghee seized""
}"
,relevant,1,1.0,13.7k litres of substandard ghee seized in VKI area | Jaipur News - Times of India,https://timesofindia.indiatimes.com/city/jaipur/137k-litres-of-substandard-ghee-seized-in-vki-area/articleshow/110221368.cms,indiatimes.com,2024-05-18,289,ghee product term in title/url; approved adulteration/enforcement signal in title/url,"13,700 litres of substandard ghee seized",likely_relevant,98,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\timesofindia.indiatimes.com\7013fbd1d4716b60.txt,https://timesofindia.indiatimes.com/city/jaipur/137k-litres-of-substandard-ghee-seized-in-vki-area/articleshow/110221368.cms,llama3.1:8b-instruct-q4_K_M,2026-06-30T17:09:27.406981+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""ghee product term in title/url; approved adulteration/enforcement signal in title/url"",
  ""evidence_phrase"": ""13,700 litres of substandard ghee seized""
}"
,relevant,1,1.0,"130 litres of ID liquor, 39 motorcylces and 30 kg ‘adulterated’ ghee seized in cordon and search operations in Nandyal district",https://www.thehindu.com/news/national/andhra-pradesh/130-litres-of-id-liquor-39-motorcylces-and-30-kg-adulterated-ghee-seized-in-cordon-and-search-operations-in-nandyal-district/article68825535.ece,thehindu.com,2024-11-03,190,ghee is mentioned as adulterated in the title and article text,30 kg ghee which is suspected to be adulterated,likely_relevant,100,approved incident phrase in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,boolean,boolean_ghee_products_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\thehindu.com\15e414f7cbcbc3c8.txt,https://www.thehindu.com/news/national/andhra-pradesh/130-litres-of-id-liquor-39-motorcylces-and-30-kg-adulterated-ghee-seized-in-cordon-and-search-operations-in-nandyal-district/article68825535.ece,llama3.1:8b-instruct-q4_K_M,2026-06-30T16:50:11.226436+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""ghee is mentioned as adulterated in the title and article text"",
  ""evidence_phrase"": ""30 kg ghee which is suspected to be adulterated""
}"
,relevant,1,1.0,1500 kg of spurious ghee seized in factory raid in Delhi,https://indianexpress.com/article/cities/delhi/1500-kg-of-spurious-ghee-seized-in-factory-raid-in-delhi-10403104/,indianexpress.com,2025-12-05,169,ghee adulteration/enforcement signal in title and article text,over 1500 litres of spurious ghee was being manufactured,likely_relevant,100,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,title_only,title_ghee_enforcement,"((article_title:ghee OR article_title:""cow ghee"" OR article_title:""desi ghee"" OR article_title:""pure ghee"" OR article_title:""loose ghee"") AND (article_title:fssai OR article_title:fda OR article_title:""food safety"" OR article_title:raid OR article_title:seized) AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\indianexpress.com\109f92eebb74e277.txt,https://indianexpress.com/article/cities/delhi/1500-kg-of-spurious-ghee-seized-in-factory-raid-in-delhi-10403104/,llama3.1:8b-instruct-q4_K_M,2026-06-30T17:01:36.715959+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""ghee adulteration/enforcement signal in title and article text"",
  ""evidence_phrase"": ""over 1500 litres of spurious ghee was being manufactured""
}"
,relevant,1,1.0,"16,000kg of ghee seized, adulteration suspected | Ahmedabad News - The Times of India",https://timesofindia.indiatimes.com/city/ahmedabad/16000kg-of-ghee-seized-adulteration-suspected/articleshow/108249746.cms,indiatimes.com,2024-03-06,244,ghee product term in title/url; approved adulteration/enforcement signal in title/url,"16,000kg of ghee seized, adulteration suspected",likely_relevant,98,ghee product term in title/url; approved adulteration/enforcement signal in title/url; ghee term appears close to signal term,boolean,boolean_ghee_products_adulterated_fake_enforcement,"((ghee OR ""cow ghee"" OR ""desi ghee"" OR ""pure ghee"" OR ""loose ghee"") AND (adulterated OR fake) AND ((fssai OR fda OR ""food safety"") OR (raid OR seized)) AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\timesofindia.indiatimes.com\2b1b1fcecc8157d3.txt,https://timesofindia.indiatimes.com/city/ahmedabad/16000kg-of-ghee-seized-adulteration-suspected/articleshow/108249746.cms,llama3.1:8b-instruct-q4_K_M,2026-06-30T17:09:21.687710+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""ghee product term in title/url; approved adulteration/enforcement signal in title/url"",
  ""evidence_phrase"": ""16,000kg of ghee seized, adulteration suspected""
}"
,relevant,1,1.0,"2,633kg Of Spurious Ghee Confiscated | Ahmedabad News - Times of India",https://timesofindia.indiatimes.com/city/ahmedabad/2633kg-of-spurious-ghee-confiscated/articleshow/104618362.cms,indiatimes.com,2023-10-22,499,ghee is mentioned as adulterated and seized by authorities,"2,633kg adulterated ghee worth Rs 10.34 lakh",manual_review,61,ghee product term in title/url; signal appears in query but not title/url,phrase,phrase_suspected_adulterated_ghee,"(""suspected adulterated ghee"" AND language:en)",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\data\runs\ghee_adulteration_round_01_2026-06-30\mediacloud\cleaned_text\timesofindia.indiatimes.com\67cf155c3c1f6106.txt,https://timesofindia.indiatimes.com/city/ahmedabad/2633kg-of-spurious-ghee-confiscated/articleshow/104618362.cms,llama3.1:8b-instruct-q4_K_M,2026-06-30T17:15:38.716191+00:00,0,"{
  ""label"": ""relevant"",
  ""score"": 1,
  ""confidence"": 1.0,
  ""reason"": ""ghee is mentioned as adulterated and seized by authorities"",
  ""evidence_phrase"": ""2,633kg adulterated ghee worth Rs 10.34 lakh""
}"
