url,first_round,duplicate_round,first_label,duplicate_label,title,source_file,final_decision
https://timesofindia.indiatimes.com/city/nagpur/fda-to-focus-on-edible-oil-during-food-safety-week/articleshow/93416043.cms,1,2,relevant,irrelevant,Nagpur: Food and drug administration to focus on edible oil during Food Safety Week | Nagpur News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,0
https://timesofindia.indiatimes.com/city/indore/loose-cooking-oil-seized-fir-lodged-against-proprietor/articleshow/93627772.cms,1,2,relevant,relevant,"Loose Cooking Oil Seized, Fir Lodged Against Proprietor | Indore News - Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/ludhiana/sgst-mobile-wing-conducts-search-and-seizure-operation-on-two-edible-oil-traders-in-ludhiana/articleshow/93714405.cms,1,2,irrelevant,irrelevant,SGST Mobile wing conducts search and seizure operation on two edible oil traders in Ludhiana | Ludhiana News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/nagpur/fda-busts-fake-edible-oil-racket-1925-litres-seized/articleshow/93957827.cms,1,2,relevant,relevant,"FDA busts fake edible oil racket, 1,925 litres seized | Nagpur News - Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/nagpur/fda-adopts-zero-tolerance-policy-for-edible-oil-sold-loose-and-in-reused-tins/articleshow/94628169.cms,1,2,relevant,relevant,FDA adopts zero-tolerance policy for edible oil sold loose and in reused tins | Nagpur News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/jaipur/16600-kg-mustard-oil-seized-in-vki/articleshow/94848908.cms,1,2,relevant,relevant,"16,600 Kg Mustard Oil Seized In Vki | Jaipur News - Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/dehradun/uttarakhand-a-year-on-mustard-oil-manufacturer-supplier-penalised-for-adulteration/articleshow/94903787.cms,1,2,relevant,relevant,"Uttarakhand: A year on, mustard oil manufacturer, supplier penalised for adulteration | Dehradun News - Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/kanpur/food-dept-seizes-831l-mustard-oil/articleshow/98439612.cms,1,2,irrelevant,relevant,Food Dept Seizes 831l Mustard Oil | Kanpur News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,1
https://www.indiatoday.in/india/story/west-bengal-income-tax-raid-business-group-rice-bran-oil-2380108-2023-05-16?utm_source=rss,1,2,irrelevant,irrelevant,"Income Tax dept raids on edible oil business group across Bengal, Assam",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/trichy/food-safety-department-locks-and-seal-two-cooking-oil-mills-in-trichy-city/articleshow/100572169.cms,1,2,relevant,relevant,Food safety department locks and seals two cooking oil mills in Trichy city | Trichy News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.livemint.com/news/india/blended-edible-oil-beneficial-fssai-11697567700962.html,1,2,irrelevant,irrelevant,Blended edible oil beneficial: FSSAI | Today News,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.mid-day.com/mumbai/mumbai-crime-news/article/navi-mumbai-7-booked-for-selling-adulterated-edible-oil-23323774,1,2,relevant,relevant,Navi Mumbai: 7 booked for selling adulterated edible oil,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/the-mustard-oil-mystery-why-is-it-banned-in-the-us-and-europe/photostory/106086699.cms,1,2,irrelevant,irrelevant,The mustard oil mystery: Why is it banned in the US and Europe?,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://economictimes.indiatimes.com/industry/cons-products/food/maha-fda-cracks-down-on-mcdonalds-catches-fast-food-major-using-cheap-vegetable-oil-in-place-of-cheese/articleshow/107934081.cms,1,2,irrelevant,irrelevant,"Maharashtra FDA cracks down on McDonald's, catches fast food major using cheap vegetable oil in place of cheese",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/india/fast-food-giant-replacing-cheese-with-cheaper-vegetable-oil-maharashtra-fda/articleshow/107923964.cms,1,2,irrelevant,irrelevant, Fast-food giant replacing cheese with cheaper vegetable oil: Maharashtra FDA | India News - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/business/india-business/use-only-milk-based-real-cheese-mcdonalds-says-after-maharashtra-fda-accuses-fast-food-giant-of-using-vegetable-oil/articleshow/107958419.cms,1,2,irrelevant,irrelevant,"'Use only milk-based real cheese,' McDonald's says after Maharashtra FDA accuses fast food giant of using vegetable oil - Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://indianexpress.com/article/lifestyle/food-wine/govt-seizes-fake-cooking-oil-harms-how-to-identify-9369475/,1,2,relevant,relevant,"Govt seizes 18,000 litres of fake cooking oil: Why they can be harmful, and tips to identify them",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/how-to-identify-fake-cooking-oil-fssai-recommended-tips/articleshow/110694766.cms,1,2,relevant,relevant,How to identify fake cooking oil? (FSSAI recommended tips) - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/life-style/food-news/harmful-ingredients-in-fake-edible-oil/articleshow/110737364.cms,1,2,relevant,relevant,Fake Edible Oil Ingredients: 6 harmful ingredients found in fake edible oil | - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/toi-health-news-morning-briefing-warning-signs-of-diabetes-seen-in-morning-how-to-identify-fake-cooking-oil-laptop-related-health-issues-common-signs-of-vitamin-a-deficiency-and-more/articleshow/110702015.cms,1,2,relevant,irrelevant,"Health News: Warning signs of diabetes seen in morning, how to identify fake cooking oil, laptop related health issues, common signs of vitamin A deficiency, and more | - The Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,0
https://indianexpress.com/article/lifestyle/food-wine/indians-mustard-oil-spices-banned-us-west-why-9378439/,1,2,relevant,irrelevant,Indians love their mustard oil but it is banned in the US; this is why,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,0
https://timesofindia.indiatimes.com/life-style/food-news/explained-why-consumption-of-mustard-oil-is-banned-in-the-us-and-europe/articleshow/111333738.cms,1,2,irrelevant,irrelevant,Explained: Why consumption of mustard oil is banned in the US and Europe - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/ahmedabad/fssai-issues-notices-to-55-edible-oil-manufacturers/articleshow/111591411.cms,1,2,irrelevant,irrelevant,FSSAI issues notices to 55 edible oil manufacturers | Ahmedabad News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/world/china/food-safety-scandal-fuel-tanker-trucks-used-to-transport-cooking-oil-in-china-suggests-report/articleshow/111628414.cms,1,2,irrelevant,irrelevant,"Food safety scandal: Fuel tanker trucks used to transport cooking oil in China, suggests report - Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/vijayawada/vigilance-raids-target-illegal-edible-oil-hoarding-amid-festival-price-surge/articleshow/113467007.cms,1,2,relevant,relevant,Vigilance Raids Target Illegal Edible Oil Hoarding Amid Festival Price Surge | Vijayawada News - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.hindustantimes.com/cities/chandigarh-news/adulterated-mustard-oil-behind-3-dropsy-deaths-in-nabha-report-101728847891766.html,1,2,relevant,relevant,Adulterated mustard oil behind 3 dropsy deaths in Nabha: report,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/vadodara/dahod-police-bust-major-spurious-cooking-oil-racket-seize-goods-worth-over-rs-15-lakhs/articleshow/116183542.cms,1,2,relevant,relevant,"Dahod Police Bust Major Spurious Cooking Oil Racket, Seize Goods Worth Over Rs 15 Lakhs | Vadodara News - Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/chandigarh/hc-questions-lack-of-local-testing-infra-for-mustard-oil-adulteration/articleshow/116327780.cms,1,2,relevant,relevant,Hc Questions Lack Of Local Testing Infra For Mustard Oil Adulteration | Chandigarh News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.hindustantimes.com/cities/chandigarh-news/punjab-haryana-high-court-asks-centre-if-there-are-plans-to-open-more-labs-to-check-cooking-oil-adulteration-101734204296975.html,1,2,irrelevant,irrelevant,Punjab &amp; Haryana high court asks Centre if they plan to open more labs to check cooking oil adulteration,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.hindustantimes.com/cities/lucknow-news/crackdown-on-food-adulteration-112-kg-rice-bran-oil-destroyed-substandard-sauces-seized-in-lucknow-101741721802362.html,1,2,relevant,relevant,"Crackdown on food adulteration: 112 kg rice bran oil destroyed, substandard sauces seized in Lucknow",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.hindustantimes.com/cities/chandigarh-news/health-dept-seizes-352-boxes-of-refined-oil-after-6-hospitalised-101745259236048.html,1,2,relevant,relevant,Health dept seizes 352 boxes of refined oil after 6 hospitalised,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/ahmedabad/amc-seizes-105-tins-of-suspicious-cooking-oil-from-behrampura/articleshow/120648762.cms,1,2,relevant,relevant,AMC seizes 105 tins of suspicious cooking oil from Behrampura - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/life-style/food-news/adulterated-mustard-oil-seized-in-ghaziabad-how-to-check-oil-purity-at-home/articleshow/121774827.cms,1,2,relevant,relevant,Oil purity test: Adulterated mustard oil seized in Ghaziabad: How to check oil purity at home | - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://indianexpress.com/article/cities/mumbai/substandard-edible-oil-found-in-nandurbar-minister-warns-of-action-10112216/,1,2,relevant,relevant,Substandard edible oil found in Nandurbar: Minister warns of action,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/thiruvananthapuram/16k-litres-of-fake-coconut-oil-seized/articleshow/123288376.cms,1,2,relevant,relevant,16k litres of fake coconut oil seized | Thiruvananthapuram News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
http://www.uniindia.com/kerala-seizes-17-000-litres-of-fake-coconut-oil-raids-intensified-ahead-of-onam/south/news/3550881.html,1,2,relevant,relevant,"Kerala seizes 17,000 litres of fake coconut oil, raids intensified ahead of Onam",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/kanpur/fsda-seizes-substandard-supply-of-edible-oil-worth-30l/articleshow/124437838.cms,1,2,relevant,relevant,FSDA seizes substandard supply of edible oil worth 30L | Kanpur News - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/kanpur/adulterated-edible-oil-worth-rs53l-seized-in-kanpur-raid/articleshow/124465364.cms,1,2,relevant,relevant,Adulterated edible oil worth Rs53L seized in Kanpur raid | Kanpur News - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/nagpur/maha-fda-seizes-edible-oil-worth-rs23l/articleshow/124589903.cms,1,2,relevant,relevant,Maha FDA seizes edible oil worth Rs23L | Nagpur News - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/life-style/beauty/signs-your-coconut-oil-is-fake-and-how-to-spot-the-real-one/photostory/124849847.cms,1,2,irrelevant,relevant,Fake Coconut Oil Identity: Signs your coconut oil is fake and how to spot the real one,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,1
https://timesofindia.indiatimes.com/city/bhubaneswar/police-seize-150-tins-of-stolen-edible-oil-in-balangir-two-arrested/articleshow/125204052.cms,1,2,irrelevant,relevant,Police seize 150 containers of stolen edible oil in Balangir; two arrested | Bhubaneswar News - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,0
https://www.hindustantimes.com/cities/chandigarh-news/ludhiana-fast-food-joint-s-cooking-oil-fails-quality-test-say-health-dept-101764785730988.html,1,2,relevant,irrelevant,"Ludhiana: Fast food joint’s cooking oil fails quality test, say Health dept",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,0
https://timesofindia.indiatimes.com/city/agra/food-safety-teams-seize-adulterated-khoya-in-agra-edible-oil-in-mnagar/articleshow/128652372.cms,1,2,relevant,relevant,"Food safety teams seize adulterated khoya in Agra, edible oil in Mânagar | Agra News - The Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/videos/ai-top-news/kanpur-family-tragedy-adulterated-oil-seized-policy-announcements-more/videoshow/128817874.cms,1,2,irrelevant,irrelevant,"Kanpur: Family Tragedy, Adulterated Oil Seized, Policy Announcements &More",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://economictimes.indiatimes.com/news/new-updates/coconut-oil-purity-test-fssai-shares-simple-trick-to-detect-adulteration-in-the-oil-you-use-for-hair-skin-and-food/articleshow/129389742.cms,1,2,irrelevant,relevant,"Coconut Oil Purity Test: FSSAI shares simple trick to detect adulteration in the oil you use for hair, skin and food",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,1
https://www.en.etemaaddaily.com/world/hyderabad/madhapur-sot-busts-adulterated-cooking-oil-racket-two-arrested:191020,1,2,relevant,relevant,"Madhapur SOT busts adulterated cooking oil racket, two arrested",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.siasat.com/adulterated-cooking-oil-wheat-flour-worth-rs-21-lakh-seized-in-hyderabad-3432488/,1,2,relevant,relevant,"Adulterated cooking oil, wheat flour worth Rs 21 lakh seized in Hyderabad",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/ranchi/expired-mustard-oil-seized-in-hazaribag-food-safety-raid/articleshow/130094279.cms,1,2,irrelevant,irrelevant,Expired Mustard Oil Seized in Hazaribag Food Safety Raid | Ranchi News - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://morungexpress.com/repeated-reuse-of-cooking-oil-can-trigger-serious-health-risks-food-safety-official,1,2,irrelevant,irrelevant,Repeated reuse of cooking oil can trigger serious health risks: Food Safety official,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/kanpur/4000-litres-of-suspected-adulterated-oil-seized/articleshow/131143712.cms,1,2,relevant,relevant,"4,000 litres of suspected adulterated oil seized | Kanpur News - The Times of India",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/ranchi/daltonganj-police-seize-spurious-edible-oil/articleshow/131829588.cms,1,2,relevant,relevant,Daltonganj police seize spurious edible oil | Ranchi News - The Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/patna/edible-oil-worth-over-rs-8l-looted-from-purnia-godown/articleshow/87855625.cms,1,2,irrelevant,irrelevant,Edible oil worth over Rs 8 lakh looted from Purnia godown | Patna News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.deshdoot.com/deshdoot-times/one-arrested-over-theft-of-cooking-oil,1,2,irrelevant,irrelevant,One arrested over theft of cooking oil - Deshdoot,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/videos/news/bihar-massive-fire-breaks-out-at-refined-oil-warehouse-in-patna/videoshow/99585193.cms,1,2,irrelevant,irrelevant,Bihar: Massive fire breaks out at Refined Oil Warehouse in Patna,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.hindustantimes.com/world-news/5-including-cop-arrested-for-stealing-cooking-oil-in-pakistan-they-used-a-police-van-101688694534952.html,1,2,irrelevant,irrelevant,"5, including cop, arrested for stealing cooking oil in Pakistan. They used a police van",C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://timesofindia.indiatimes.com/city/coimbatore/fire-breaks-out-at-edible-oil-godown/articleshow/103744778.cms,1,2,irrelevant,irrelevant,Fire Breaks Out At Edible Oil Godown | Coimbatore News - Times of India,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
https://www.siasat.com/kuwait-bans-export-of-used-cooking-oil-for-one-year-2920355/,1,2,irrelevant,irrelevant,Kuwait bans export of used cooking oil for one year,C:\Users\yuvra\OneDrive\Desktop\RAship\FoodComputing\news_crawler\reports\edible_oil_adulteration_round_02\round_02_all_articles.csv,
