round_number,round_name,round_description,date_start,date_end,source_run,final_keep,final_human_label,human_review_status,human_review_source,title,source,date,url,domain,publication_date,word_count,model_final_label,model_confidence,reason,evidence_phrase,oil_role,edible_oil_terms,adulteration_action_terms,negative_terms,query_family,query_id,article_id,file_path,cleaned_text_path,article_text,llm_label,llm_confidence,llm_reason
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,1,relevant,human_reviewed,rescreen_review.xlsx,"FDA Takes Action Against Food Adulteration: 1,928 kg Seized in Nashik",indiatimes.com,2024-10-31,https://timesofindia.indiatimes.com/city/nashik/fda-takes-action-against-food-adulteration-1928-kg-seized-in-nashik/articleshow/114824626.cms,timesofindia.indiatimes.com,,230,candidate_relevant,0.719,,,,,,,boolean,,,,,"Nashik: The Food and Drug Administration (FDA) of Nashik has confiscated 1,928 kg of food samples, valued at Rs 8.7 lakh, from various locations across the city for quality testing. This initiative aims to ensure that consumers receive safe and high-quality food products during the festive season, according to a senior FDA official.
With Diwali festivities approaching, there is a significant increase in demand for milk and milk-based products, edible oils, dry fruits, chocolates, sweets, and snacks. To meet this heightened demand, some vendors may resort to food adulteration or prepare items under unhygienic conditions. In response to the potential health hazards posed by adulterated food, the FDA Nashik launched a special inspection drive starting Sept 1.
So far, FDA officials have seized 22 samples of milk and milk-related products, weighing approximately 563 kg and valued at Rs 99,000. Additionally, 22 samples of sweets worth Rs 31,000 were confiscated from various mithai shops. The operation also included the seizure of 866 kg of rava, maida, besan, and other food items from different grocery establishments.
The FDA further confiscated 16 samples of edible oil, totaling over 1,000 kg, with an approximate value of Rs 2,97,000. In total, the worth of all confiscated items amounts to Rs 8.7 lakh. FDA Joint Commissioner MN Chaudhary stated that appropriate action would be taken against sellers if any tested samples are found to be adulterated.",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,1,relevant,human_reviewed,rescreen_review.xlsx,"Almost 3,000 quintals of spurious food seized, 1,155 quintals destroyed ahead of Diwali in UP",hindustantimes.com,2025-10-15,https://www.hindustantimes.com/india-news/almost-3-000-quintals-of-spurious-food-seized-1-155-quintals-destroyed-ahead-of-diwali-in-up-101760536940401.html,hindustantimes.com,,397,candidate_relevant,0.716,,,,,,,proximity,,,,,"Almost 3,000 quintals of spurious food seized, 1,155 quintals destroyed ahead of Diwali in UP
Almost 3,000 quintals of spurious food seized, 1,155 quintals destroyed ahead of Diwali in UP
Lucknow, Uttar Pradesh's Food Safety and Drug Administration has since October 8 seized 2,993 quintals of adulterated or unsafe food, with a market value of ₹3.88 crore, the government said in a statement.
In the run-up to a string of festivals, the state has intensified its drive against adulterated and unsafe food products across the state.
Since October 8, when the FSDA launched its campaign, the agency has conducted 4,621 inspections, 2,085 raids, and tested 2,853 food samples from across the state.
Of the spurious material seized, 1,155 quintals, worth ₹1.75 crore, were deemed unfit and destroyed.
An FIR each has been registered under the Bharatiya Nyaya Sanhita in Unnao, Mathura, and Lucknow districts in connection with the seizures.
""Strict action is being taken across the state against adulteration and the sale of harmful food materials. There will be no compromise on citizens' health during the festive season,"" FSDA Secretary Roshan Jacob said.
In Unnao, 215 kg of khoya was seized and destroyed, and an FIR was registered. Mathura authorities destroyed 400 kg of adulterated paneer, while in Lucknow, 802 kg of khoya was disposed of, the statement said.
In Jhansi, 1,200 kg of khoya was seized, and in Hathras, 790 kg of spurious pickle was confiscated.
Similar actions were taken in Bulandshahr, where 3,000 kg of adulterated rasgulla and gulab jamun were seized, Mirzapur and Saharanpur, where 1,478 kg and 1,100 kg of khoya were confiscated. In Hapur, 6,000 litres of refined soybean oil were seized.
The drive also extended to highways and toll plazas, where large consignments were seized.
The vigil led to seizures of 750 kg of paneer at Sahibabad toll, 1,500 kg at Hapur toll , 4,040 kg of khoya on NH-34 , 910 cartons of adulterated sweets at Barabanki toll, and 2,450 kg of khoya on Kanpur's Panki Road.
The state government has urged the people to immediately report any information on adulteration or the sale of fake products.
Complaints can be made via the toll-free number 1800-180-5533 or WhatsApp numbers 9793429747 and 8756128434 , it said.
The FSDA will keep the identity of informants confidential, it said.
This article was generated from an automated news agency feed without modifications to text.",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,1,relevant,human_reviewed,rescreen_review.xlsx,"FSDA cracks down on food adulteration, seizes goods worth over ₹1 cr",hindustantimes.com,2025-10-13,https://www.hindustantimes.com/cities/lucknow-news/fsda-cracks-down-on-food-adulteration-seizes-goods-worth-over-1-cr-101760295421119.html,hindustantimes.com,,340,candidate_relevant,0.715,,,,,,,phrase,,,,,"FSDA cracks down on food adulteration, seizes goods worth over ₹1 cr
The operation included more than 29 major raids and 144 inspections across various parts of the city, aiming to ensure food safety and protect consumers
Over the past month, the Food Safety and Drug Administration (FSDA) conducted a massive crackdown against food adulteration ahead of the festive season, seizing and destroying adulterated food items worth over ₹1 crore. The operation included more than 29 major raids and 144 inspections across various parts of the city, aiming to ensure food safety and protect consumers.
In just the last four days, FSDA officials seized food items worth ₹51.21 lakh, while the remaining seizures were made earlier in the month-long campaign. During the operation, 4,363 kilograms of adulterated or substandard food products, including refined oil, palm oil, flour (atta), paneer, and khoya, were destroyed. The total estimated value of the destroyed items amounts to ₹9.94 lakh.
The FSDA has assured that it will continue vigilant monitoring and conduct surprise inspections in the upcoming weeks as the festive season reaches its peak.
To enhance food safety, particularly during the festive season when the risk of adulteration increases, FSDA has collected 84 samples of various food items and sent them for laboratory testing.
FSDA deputy commissioner VP Singh stated, “Our efforts against adulterers will be further intensified in the coming days. We remain dedicated to ensuring that consumers receive only safe and high-quality food, particularly during the festival season when the demand for dairy and sweet products is at its highest.”
The crackdown is part of a wider state-level initiative to combat food adulteration, particularly during the festive periods of Navratri, Dussehra, and Diwali, when the consumption of milk-based and fried food items significantly increases.
Officials have called on shopkeepers, sweet manufacturers, and food vendors to adhere to strict hygiene and quality standards, warning that failure to comply will result in stringent legal action. Consumers have also been encouraged to stay alert and report any suspicious or poor-quality food products to the authorities.",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,1,relevant,human_reviewed,rescreen_review.xlsx,FDA Raid on 21 Food Establishments in Kanpur,indiatimes.com,2024-08-18,https://timesofindia.indiatimes.com/city/kanpur/fda-raid-on-21-food-establishments-in-kanpur/articleshow/112599302.cms,timesofindia.indiatimes.com,,463,candidate_relevant,0.715,,,,,,,proximity,,,,,"Kanpur: A team from Food Security and Drug Administration (FDA) department conducted a raid on Friday at M/s MA Enterprises in Dada Nagar, resulting in the seizure of the establishment due to the absence of a food license and the production of food items from expired raw materials under extremely unsanitary conditions.
Another team targeted M/s Tripathi Enterprises in Dada Nagar, collecting five samples of loose mustard oil.
They also confiscated 12 quintals of mustard oil, valued at Rs 67,200, on suspicion of adulteration.
FDA orchestrated a comprehensive raid on Friday, targeting approximately 21 food establishments. 
The operation culminated in the seizure of food items valued at Rs 1.56 lakhs and the collection of 34 food samples for further analysis.
According to Sanjay Pratap Singh, assistant commissioner (Food) - II of the FDA, a team raided the industrial site of M/s Universal Foods at Udyog Kunj, Panki, and confiscated 148 kgs of cumin worth Rs 74,000, 18 kgs of red chili powder worth Rs 2,520, 8 kgs of mixed spices worth Rs 1,120, and 156 kgs of garlic powder worth Rs 11,250.
Singh said the raids were conducted to ensure the sale of unadulterated food products during the Rakshabandhan festival, following the directives of the food commissioner and the DM. Additional teams collected as many as 34 food samples from 21 shops and seized edible items worth Rs 1.56 lakhs. The samples included milk and milk products, sweets, mawa, chili sauce, tomato sauce, gram powder, spices, and Boondi Ka Laddoo.
The collected samples will be sent to laboratories for examination, and the food establishments will face prosecution if the samples fail the lab testing, Singh added. 
We also published the following articles recently
8 Indian spices that help in better nutrient absorption from foodDespite eating nutritious home-cooked meals, nutrient absorption can be hindered by factors like digestive issues and poor dietary choices. The article explored how spices such as turmeric, black pepper, cumin, and others can enhance nutrient absorption by stimulating digestive processes and improving gut health, ensuring better overall nutrient uptake. 22% of milk, product samples failed quality test in 3 years in regionAuthorities struggled to control food adulteration in Punjab, Haryana, and Himachal Pradesh, with nearly 22% of milk and milk products failing standards over the last three years. Despite penalties outlined by the FSS Act, enforcement remains lax. Punjab saw the most legal actions with 3,216 civil and 204 criminal cases filed against offenders. Foods to eat and avoid while breastfeedingBreastfeeding mothers needed to follow a well-balanced diet to ensure their and their baby's health in the recent times. Adequate hydration, fruits, vegetables, protein, healthy fats, whole grains, and dairy products were essential, while alcohol, excessive caffeine, processed foods, mercury-rich fish, spicy foods, and potential allergens had to be avoided.",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,1,relevant,human_reviewed,rescreen_review.xlsx,"Maharashtra FDA Cracks Down On Gutkha And Unsafe Food; 33 Arrested, Goods Worth Over ₹8.56 Crore Seized",freepressjournal.in,2026-06-09,https://www.freepressjournal.in/mumbai/maharashtra-fda-cracks-down-on-gutkha-and-unsafe-food-33-arrested-goods-worth-over-856-crore-seized,freepressjournal.in,,402,candidate_relevant,0.713,,,,,,,proximity,,,,,"Mumbai, June 9: The Maharashtra Food and Drug Administration (FDA) has continued its statewide crackdown against banned gutkha, pan masala and unsafe food products, resulting in the arrest of 33 persons, sealing of 19 establishments and seizure of goods worth over Rs 31 lakh between June 6 and June 8, 2026.
The action was carried out under the directions of FDA Commissioner Tukaram Mundhe as part of the department’s ongoing drive against prohibited tobacco products and food adulteration.
Statewide raids and arrests
According to officials, raids were conducted across Mumbai, Konkan, Pune, Nashik, Chhatrapati Sambhajinagar, Amravati and Nagpur divisions targeting gutkha and pan masala sellers as well as establishments violating food safety norms.
The Konkan division recorded the highest number of actions with raids on 10 establishments and arrest of nine persons. In Mumbai, officials conducted raids at six locations and arrested six accused.
Pune division saw action at five places with five arrests, while three persons were arrested in Chhatrapati Sambhajinagar.
In Amravati, seven establishments were raided and seven persons arrested, while Nagpur division recorded four arrests following action against four establishments.
Officials said FIRs were registered under sections of BNS along with relevant provisions of the Food Safety and Standards Act. Goods worth Rs 31.46 lakh were seized during the operation.
Campaign against adulterated and unsafe food
Apart from the anti-gutkha drive, the FDA also launched a large-scale campaign against adulterated and unsafe food products under its “Safe Food, Safe Drug, Safe Maharashtra” initiative.
Between June 1 and June 8, food safety officers inspected 120 establishments across the state and seized nearly 8.10 lakh kilograms of suspected substandard food items and adulterants worth around Rs 8.25 crore.
The seized products included khoya, jaggery, edible oil, energy drinks and other food materials suspected to be unsafe or misleadingly packaged.
Officials said food samples collected during the raids have been sent to laboratories for analysis.
Also Watch:
Public advisory
The FDA has appealed to citizens to report cases of food adulteration or sale of suspicious food products through the FoSCOS portal, Food Safety Connect App or the toll-free helpline 1800-222-365.
“Playing with public health will not be tolerated. Citizens have a right to safe and pure food. Strict action will continue against those involved in adulteration or sale of banned substances,” Commissioner Tukaram Mundhe said.
To get details on exclusive and budget-friendly property deals in Mumbai & surrounding regions, do visit: https://budgetproperties.in/",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,0,irrelevant,human_reviewed,rescreen_review.xlsx,"Alert over adulterated milk items, 15% samples fail test",tribuneindia.com,2023-11-07,https://www.tribuneindia.com/news/punjab/alert-over-adulterated-milk-items-15-samples-fail-test-560194,tribuneindia.com,,346,candidate_relevant,0.713,,,,,,,boolean,,,,,"Aman Sood
Patiala, November 6
The state government has sounded alert following reports of spurious milk products being sold in the market.
To unravel the truth, The Tribune team ordered paneer and khoya in different districts and found that shopkeepers were willing to supply 100 kg paneer within five hours. The adulterated milk products are largely supplied from Meerut, Saharanpur and Muzaffarnagar of Uttar Pradesh.
In Ludhiana and Ferozepur, several shopkeepers were ready to provide 400 kg of khoya in a couple of hours.
In Patiala, a shopowner said paneer could be prepared within four hours if the order was above 200 kg. “I have ample milk supply from different dairies and you can collect your order in four hours. However, I will not give you a bill for the same,” he said.
Sources within the Health Department confirmed that the dairy products were being smuggled into Punjab from other states.
“Small and prominent sweet shops have no other option than to buy spurious milk products, given the huge demand,” they said, adding that synthetic paneer and khoya were available at half price.
Health Minister Dr Balbir Singh admitted that he had specific information about spurious milk products.
“The smuggling of synthetic milk products happens regularly. Following some leads, I have directed four departments to confiscate and take strict action against erring traders,” the minister said. “Two days ago, spurious milk products were unloaded in Nabha. Before our teams could confiscate the material, they managed to escape,” he said.
Recently, the police and the Health Department had busted a racket wherein paneer was prepared by mixing refined oil, detergent, urea and treated with acid.
Even officials of the Health Department are under lens for allegedly accepting bribe to “let such material sell at shops”. Around 15 per cent food, sweets and bakery samples taken in the past three months have failed the quality test.
According to data compiled by the Food Safety Wing of the Food and Drug Administration, 1,724 samples of food items were collected between July and September. Of these, 250 were found substandard.",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,0,irrelevant,human_reviewed,rescreen_review.xlsx,"CMâs war on adulteration: Goods worth 8cr seized, destroyed",indiatimes.com,2025-10-20,https://timesofindia.indiatimes.com/city/lucknow/cms-war-on-adulteration-goods-worth-8cr-seized-destroyed/articleshow/124694141.cms,timesofindia.indiatimes.com,,218,candidate_relevant,0.713,,,,,,,phrase,,,,,"Lucknow: In a bid to safeguard public health during the festive season, Chief Minister Yogi Adityanath has spearheaded a statewide crackdown against food adulterators. The ‘Diwali Special Campaign' — which ran from Oct 8 to 17 — saw the Food Safety and Drug Administration Department's enforcement teams conducting rigorous inspections and raids across various districts. The campaign resulted in decisive action against adulterated and contaminated food items, ensuring a safer Diwali for all.
Led by FSDA commissioner Roshan Jacob, the campaign included 6,075 inspections and 2,740 raids. During this period, 3,767 samples were collected for testing, and 3,548 quintals of adulterated or suspicious material were seized, valued at approximately Rs 4.97 crore. Additionally, 1,871 quintals of harmful material worth around Rs 2.89 crore were destroyed. In total, adulterated goods worth roughly Rs 8 crore have been seized and destroyed. Emphasising that Diwali represents purity, transparency, and health protection, the Yogi govt has resolved to extend this drive beyond the festival — taking concrete steps toward making Uttar Pradesh an ""adulteration-free state"".The govt has directed district-level teams to sustain their vigilance, ensuring adulterators don't compromise public health. Regular market monitoring is currently underway to prevent the sale of unsafe products. Jacob stated that CM Yogi gave clear instructions to effectively prevent the sale of adulterated food items during festivals.",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,0,irrelevant,human_reviewed,rescreen_review.xlsx,"Festive Food Safety Drive: Maharashtra FDA Destroys 218 Kg Fake Paneer, 478 Litres Unsafe Milk in Mumbai",thelogicalindian.com,2025-08-30,https://thelogicalindian.com/festive-food-safety-drive-maharashtra-fda-destroys-218-kg-fake-paneer-478-litres-unsafe-milk-in-mumbai/,thelogicalindian.com,,533,candidate_relevant,0.712,,,,,,,boolean,,,,,"Maharashtra’s Food and Drug Administration (FDA) destroyed 218 kilograms of fake paneer along with 478 litres of substandard milk during intensive raids in Mumbai ahead of the festive season. The crackdown is part of the annual campaign “Tyohar Maharashtra Ka, Sankalp Khadya Suraksha Ka” running from August 11 to October 25, 2025, aimed at curbing food adulteration during Ganeshotsav, Navratri, Dussehra, Diwali, and Christmas.
FDA officials stressed zero tolerance for adulterated food and urged citizens to report violations via the helpline 1800-222-365 to safeguard public health.
Strict Inspections Targeting Food Safety During Festivals
The Maharashtra FDA has been conducting surprise checks across food establishments in Mumbai, inspecting sweet shops, dairy outlets, farsan vendors, and dry fruit sellers among others. So far, 42 inspections have led to the collection of 55 food samples for laboratory testing.
In a notable operation at Antop Hill, police teamed up with the FDA to seize 218 kg of unlabelled cheese analog being sold as paneer-an estimated value of ₹54,625-which was destroyed on the spot. Alongside this, 478 litres of poor-quality milk were confiscated from a dairy outlet in Dahisar.
Joint Commissioner (Food) Mangesh Mane emphasised, “Such pre-festival crackdowns are critical to protect consumers from harmful adulterated products during peak demand.” The campaign involves regular monitoring and enforcement to ensure food safety across Mumbai’s markets.
Festival Season Increases Risk of Food Adulteration
With festivals like Ganeshotsav, Navratri, Dussehra, and Diwali just around the corner, demand for sweets, dairy products, edible oils, and other festive foods naturally surges. Criminal networks take advantage of this spike, leading to an increased risk of adulterated or substandard food reaching consumers.
The Maharashtra FDA’s campaign seeks to proactively prevent this by intensifying inspections and consumer awareness initiatives. Past operations have uncovered adulteration in cheese, milk, sweets, and edible oils, prompting stricter penalties and licence suspensions for violators.
This year’s campaign also plans to deploy mobile food testing labs for rapid on-site analysis and extend surveillance to smaller towns and rural areas, reinforcing the state’s commitment to food integrity during festival seasons.
Food Adulteration: A Persistent Threat in Maharashtra
Beyond Mumbai, regions like Vidarbha have witnessed escalating cases of food adulteration, with seizures of fake sweets, oils, and spices revealing industrial-scale fraud. The FDA’s comprehensive surveillance also monitors the quality of imported and domestic food products entering the state, collaborating closely with the Food Safety and Standards Authority of India (FSSAI) and other agencies.
Mumbai’s crackdown is part of a broader effort to uphold stringent food safety standards, especially amid growing consumer concerns about health risks from adulterated foods. The FDA is enhancing capacity by signing MoUs to train officials and increase mobile testing resources, while the state prioritises public education to empower consumers in identifying counterfeit products.
The Logical Indian’s Perspective
Safeguarding food quality is a collective responsibility requiring vigilant regulation, ethical business conduct, and proactive citizen engagement. Maharashtra FDA’s ongoing crackdown exemplifies essential enforcement to deter adulteration that can endanger public health, especially during festivals when demand for food increases substantially.
However, enforcement alone is insufficient; consumers must remain alert and actively report suspicious products to authorities. Ethical food production and transparent practices are equally vital to rebuild trust in the food ecosystem.",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,1,relevant,human_reviewed,rescreen_review.xlsx,"Gautam Budh Nagar: 370 kg sweets, 750 ltr oil seized in food safety checks",hindustantimes.com,2024-10-29,https://www.hindustantimes.com/cities/noida-news/gautam-budh-nagar-370-kg-sweets-750-ltr-oil-seized-in-food-safety-checks-101730140849789.html,hindustantimes.com,,464,candidate_relevant,0.71,,,,,,,proximity,,,,,"Gautam Budh Nagar: 370 kg sweets, 750 ltr oil seized in food safety checks
Multiple teams of the Gautam Budh Nagar Food Safety and Drug Administration are conducting raids and collecting samples to ensure good quality of sweets
NOIDA: Ahead of Diwali festival on Thursday, the Food Safety and Drug Administration officials of Gautam Budh Nagar district have seized at least 370 kg of sweets and 750 litres oil that was found “unfit” for consumption during inspections carried out in parts of Noida and Greater Noida in the last two days alone, officials said on Monday.
Multiple teams of the Gautam Budh Nagar Food Safety and Drug Administration (FSDA) are conducting raids and collecting samples to ensure good quality of sweets, dairy products, and other edible items are available in the market during the festive season.
“Our goal is to ensure that residents have access to pure and safe food during the festive season. Through rigorous inspections and sampling, we aim to uphold food quality standards. Any violations found will lead to strict action to protect public health,” said Sarvesh Mishra, assistant commissioner food (II), Gautam Budh Nagar.
“A total of 14 samples that have been collected over the two days have been sent to laboratories for analysis. Further action will be taken based on the test results. The FSDA assures that similar inspections will continue in the days leading up to Diwali,” the officer added.
The inspection drives have been ramped up following directions of Manish Kumar Verma, the district magistrate, to ensure safe and unadulterated food for residents during the days-long festive season.
In one such raid at Kasna, Greater Noida, a sample of kalakand (sweet) was collected from a facility, and a sample of cottage cheese was obtained from another dairy. The team also seized around 125 kg of contaminated rasgullas from another production facility in Bilaspur and disposed of them.
To be sure, the FSDA takes actions under the Food Safety and Standards Act, 2006, which can include legal proceedings, fines up to ₹5 lakh for minor offenses, and higher in severe cases. Adulterated items are seized, and the responsible party’s business license may be suspended or cancelled.
In serious cases, particularly where public health is at high risk, imprisonment may be enforced. FSDA also issues public notifications for consumer safety and conducts regular inspections to ensure food quality standards are upheld.
- Senior Correspondent, Hindustan Times. Reports on district administration, health, civic issues, and environmental concerns in Noida and Greater Noida. Graduated from MJP Rohilkhand University in 2015 and started career in journalism in 2016, at The Times of India, UP West (Bareilly, Rampur, Moradabad and Sambhal) where reported on a range of issues including crime and politics till November 2021. Working with Hindustan Times since June, 2023.Read More",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,1,relevant,human_reviewed,rescreen_review.xlsx,Food dept destroys substandard cheese,indiatimes.com,2025-10-08,https://timesofindia.indiatimes.com/city/kanpur/food-dept-destroys-substandard-cheese/articleshow/124395829.cms,timesofindia.indiatimes.com,,189,candidate_relevant,0.71,,,,,,,proximity,,,,,"Kanpur: The Food Security and Drug Administration department launched a special campaign on Wednesday in the city to check adulterated and substandard food items in view of the forthcoming festivals. Approximately 110 kg of foul-smelling cheese stored in unhygienic conditions worth Rs 27,500 was destroyed. 
The department also seized 439 liters of edible oil worth Rs 60,300 during FSW examination at Om Purwa Lal Bangla and around 720 kg of poor quality ‘besan' being prepared in unhygienic conditions worth Rs 44,800.
According to Sanjay Pratap Singh, assistant commissioner (food), enforcement teams raided food vendors and shops in various localities of the city and collected 17 samples of cheese, ‘besan', milk powder, refined palmolein oil, refined soyabean oil, and mustard oil. All collected samples will be sent to the lab for examination for further action.
 Additionally, a mobile lab was used to examine food items and articles in public areas. Food officials instructed food traders to manufacture goods in hygienic conditions and sell them. Specifically, they asked milk and milk sweet vendors to disclose the expiry dates of their products as the shelf life of milk products is too short.",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,0,irrelevant,human_reviewed,rescreen_review.xlsx,Bhopal: 1600 Kgs Of Adulterated Mawa Seized From Gwalior-Bhopal Bus During Routine Check At ISBT; Over 2000 kg Seized Across MP,freepressjournal.in,2024-10-28,https://www.freepressjournal.in/bhopal/bhopal-1600-kgs-of-adulterated-mawa-seized-from-gwalior-bhopal-bus-during-routine-check-at-isbt-over-2000-kg-seized-across-mp,freepressjournal.in,,283,candidate_relevant,0.708,,,,,,,boolean,,,,,"Bhopal (Madhya Pradesh): As much as 1600 Kgs of 'adulterated' mawa was seized from a bus in Bhopal on Monday.
During a routine bus checking at the ISBT Bhopal, Food Safety inspectors found substandard quality of Mawa in a Gwalior to Bhopal bus.
The officials have sent the samples to a testing lab in Bhopal for further inspection. A case has been registered and further investigations are underway.
According to information, on Monday morning, a team from the food safety department was doing a routine checking and inspection of the busses. The inspection was being done because during the Diwali season, a lot of adulterated ingredients are smuggled into the city. During the inspection, they came across a bus with registration number MP-07 P 2123. When the trunk of the bus was opened and investigated, approx 40 baskets full of mawa was discovered. The mawa in the baskets totalled to a staggering 1600 Kgs.
The food safety officers became suspicious of the product and seized the mawa. They have taken samples of the same. The samples have been sent for testing to a government lab in Bhopal. Food Safety department has registered a case and the hunt for the owner of the consignment is underway.
Over 2000 kg of adulterated Mawa Seized so far
In a continuing crackdown, a truck loaded with mawa from Morena was seized in Bhopal on October 24th. Authorities suspect the mawa to be of substandard quality.
On the same day, 225 kilograms of mawa were confiscated from a well-known sweets shop in Indore; initial reports indicate it was produced using refined oil and powdered milk. The Food Safety Department has sent samples for testing, and investigations are ongoing.",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,1,relevant,human_reviewed,rescreen_review.xlsx,"Flies hovering on them, 145kg rasgullas destroyed by food safety officials in Noida",indiatimes.com,2025-10-12,https://timesofindia.indiatimes.com/city/noida/flies-hovering-on-them-145kg-rasgullas-destroyed-by-food-safety-officials-in-noida/articleshow/124489677.cms,timesofindia.indiatimes.com,,237,candidate_relevant,0.708,,,,,,,proximity,,,,,"Noida: Food safety officials destroyed over 430kg of contaminated sweets and seized over 365kg of adulterated oil in the past two days during the inspections. 
On Saturday, a team raided a manufacturing unit in Devla, Greater Noida, where large quantities of sweets had been prepared and stored in unhygienic conditions. ""The Rasgullas were kept uncovered, exposed to flies and mosquitoes, and stored in dirty containers. About 145 kg of Rasgullas were disposed of on the spot. Officials also found around 80kg of a white powder that the unit operators claimed was arrowroot, a starch used as a thickening agent. The powder was seized for testing,"" said assistant commissioner (food) GB Nagar, Sarvesh Mishra.
The same day, the team seized around 285kg of mustard oil from a general store in Barola, Sector 49, after it appeared adulterated and the shopkeeper failed to produce purchase bills. Additional samples of mustard oil, gram flour laddus and multi-source edible oil were also collected from other shops in Noida.
Earlier, Friday's raids in Ghodi Bachhera village of Greater Noida led to the destruction of another 285kg of Rasgullas and seizure of 35kg of white powder claimed to be Arrowroot prepared in similarly unhygienic conditions.
Mishra said, ""We are carrying out continuous inspections across the district to prevent adulteration and ensure that only clean and safe food items reach the public ahead of Diwali. Strict action will be taken wherever violations are found.""",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,0,irrelevant,human_reviewed,rescreen_review.xlsx,Food Samples Collected From Shops Ahead Of Holi,indiatimes.com,2023-03-05,https://timesofindia.indiatimes.com/city/kanpur/food-samples-collected-from-shops-ahead-of-holi/articleshow/98422327.cms,timesofindia.indiatimes.com,,163,candidate_relevant,0.708,,,,,,,proximity,,,,,"Kanpur: Various teams of Food Security and Drug Administration on Saturday raided around 30 shops of food items and collected as many as 46 samples of various edible items and sent the same to the lab for testing . According to Vijay Singh assistant commissioner (food – IInd) the raids were conducted in compliance with the commissioner, Food Security and Drug administration directives to provide pure and standard food items and articles on the occasion of Holi. Enforcement teams of the department collected as many as 46 samples from around 30 shops and vendors including Reliance Fresh Kidwai Nagar. Teams collected samples of namkeen, refined oil, besan, khoya, sweets, papad, wheat flour, refined palm olein oil, kachari and cheese. On Friday enforcement teams raided various food vendors and had collected as many as 26 samples including mustard oil. Apart from it a team intercepted a jeep and seized around 1,200 kgs Mawa. The driver and his helper ran away leaving their vehicle. TNN",,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,1,relevant,human_reviewed,rescreen_review.xlsx,"85 restaurants, marts fail quality check told to pay rs.80 lakh fine",,,https://timesofindia.indiatimes.com/city/lucknow/85-restaurants-marts-fail-quality-check-told-to-pay-80-lakh-fine/articleshow/103622887.cms,timesofindia.indiatimes.com,,,,manual,,,,,,,,,,,,,,,
4,rescreen_dropped,Rescreened metadata-dropped URLs from rounds 1-3 using best classifier,2026-06-24,2026-06-24,rescreen_all_dropped,0,irrelevant,human_reviewed,rescreen_review.xlsx,"Raids at 8 shops in Gurgaon, 16 food samples seized, sent for tests",indiatimes.com,2025-09-29,https://timesofindia.indiatimes.com/city/gurgaon/raids-at-8-shops-in-gurgaon-16-food-samples-seized-sent-for-tests/articleshow/124199612.cms,timesofindia.indiatimes.com,,175,candidate_relevant,0.706,,,,,,,proximity,,,,,"Gurgaon: Amid ongoing Navratri celebrations, the food safety department conducted raids at eight shops, seizing 16 food samples due to safety concerns related to fasting items such as kuttu atta, singhara atta, sabudana, samak, mustard oil, jaggery and buura.
The crackdown targeted adulteration-prone goods in high demand during the festival, with samples now sent to a Karnal lab for testing. A major violation was found at Swami Agencies in Shelta Colony, operating without an FSSAI licence—prompting seizure of multiple samples. Another shop was caught selling unpackaged and unlabelled food items. Officials warned of legal action if adulteration is confirmed, citing past food poisoning incidents and urging consumers to choose sealed, branded products and report any suspicious vendors. Dr Ramesh Chauhan, a food department official, stated that the department would take strict action if any of the samples are found to be substandard or adulterated.
This inspection comes in the wake of a food safety scare earlier in March 2024, when ten people from Sector 14 fell ill after consuming fritters made with adulterated kuttu flour.",,,
